chr	gene_id	gene_symbol	P-value	Zscore	Direction	regulation	heterogeneity_I_squared	heterogeneity_Chi_squared	heterogeneity_degrees_of_freedom_squared	heterogeneity_P-value
16	ENSG00000179958	DCTPP1	0.04778	-1.979	--	Not differentially expressed	52.9	2.123	1	0.1451
8	ENSG00000168172	HOOK3	0.2663	-1.112	+-	Not differentially expressed	1.9	1.019	1	0.3127
21	ENSG00000223741	PSMD4P1	0.5415	0.611	+0	Not differentially expressed	0.0	0.555	1	0.4565
3	ENSG00000072756	TRNT1	0.5398	-0.613	--	Not differentially expressed	0.0	0.481	1	0.4879
3	ENSG00000152977	ZIC1	1.148e-05	4.387	++	Not differentially expressed	68.7	3.195	1	0.07388
4	ENSG00000205097	FRG2	0.818	-0.23	-+	Not differentially expressed	32.6	1.483	1	0.2234
17	ENSG00000161547	SRSF2	0.0003438	-3.58	--	Not differentially expressed	79.9	4.985	1	0.02557
14	ENSG00000258685	AL359219.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
17	ENSG00000131470	PSMC3IP	0.6975	-0.389	-+	Not differentially expressed	74.4	3.91	1	0.04801
17	ENSG00000167858	TEKT1	0.2392	1.177	-+	Not differentially expressed	57.4	2.346	1	0.1256
20	ENSG00000196209	SIRPB2	0.02002	2.326	-+	Not differentially expressed	78.8	4.722	1	0.02978
9	ENSG00000182154	MRPL41	0.0003184	-3.6	--	Not differentially expressed	56.4	2.295	1	0.1298
9	ENSG00000165275	TRMT10B	0.4755	0.713	-+	Not differentially expressed	29.4	1.417	1	0.234
14	ENSG00000257171	CR383658.2	0.6275	0.485	+0	Not differentially expressed	0.0	0.35	1	0.554
4	ENSG00000137463	MGARP	0.9405	-0.075	-+	Not differentially expressed	0.0	0.049	1	0.8249
1	ENSG00000162735	PEX19	0.9754	0.031	+-	Not differentially expressed	75.2	4.029	1	0.04473
7	ENSG00000233476	EEF1A1P6	0.1072	1.611	+-	Not differentially expressed	85.8	7.021	1	0.008055
5	ENSG00000253772	AC112191.1	0.9628	-0.047	-+	Not differentially expressed	78.2	4.592	1	0.03213
4	ENSG00000197057	DTHD1	0.07186	1.8	-+	Not differentially expressed	62.1	2.639	1	0.1043
1	ENSG00000134201	GSTM5	0.1762	-1.353	+-	Not differentially expressed	31.6	1.462	1	0.2266
9	ENSG00000127191	TRAF2	0.6346	0.475	-+	Not differentially expressed	5.0	1.052	1	0.305
2	ENSG00000170820	FSHR	0.6899	-0.399	+-	Not differentially expressed	0.0	0.72	1	0.3962
14	ENSG00000183484	GPR132	0.3272	-0.98	-+	Not differentially expressed	92.2	12.862	1	0.0003352
1	ENSG00000143179	UCK2	0.04103	-2.043	--	Not differentially expressed	0.0	0.145	1	0.7032
8	ENSG00000147676	MAL2	0.0007474	-3.372	--	Not differentially expressed	0.0	0.095	1	0.7583
2	ENSG00000227176	AC092641.1	0.5607	0.582	+-	Not differentially expressed	0.0	0.739	1	0.39
4	ENSG00000205649	HTN3	0.3607	0.914	++	Not differentially expressed	0.0	0.072	1	0.7879
Y	ENSG00000169789	PRY	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
4	ENSG00000109674	NEIL3	0.7044	0.379	-+	Not differentially expressed	54.2	2.183	1	0.1395
3	ENSG00000196345	ZKSCAN7	0.09331	-1.678	--	Not differentially expressed	73.8	3.813	1	0.05087
X	ENSG00000177324	BEND2	0.3082	1.019	++	Not differentially expressed	0.0	0.503	1	0.4781
7	ENSG00000272391	POM121C	0.243	-1.167	-+	Not differentially expressed	52.2	2.093	1	0.148
6	ENSG00000217805	AL590084.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
3	ENSG00000118017	A4GNT	0.1862	-1.322	-0	Not differentially expressed	61.5	2.599	1	0.1069
14	ENSG00000165898	ISCA2	0.829	0.216	+-	Not differentially expressed	73.3	3.741	1	0.05309
15	ENSG00000259592	PRELID1P4	0.1011	-1.639	--	Not differentially expressed	64.3	2.805	1	0.09399
22	ENSG00000241360	PDXP	0.08964	-1.697	--	Not differentially expressed	5.9	1.063	1	0.3025
19	ENSG00000174917	C19orf70	1.952e-05	-4.27	--	Not differentially expressed	86.5	7.393	1	0.006547
3	ENSG00000085276	MECOM	3.404e-07	5.1	++	Upregulated in AD	60.7	2.542	1	0.1109
21	ENSG00000223822	EEF1A1P1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
10	ENSG00000264006	AKR1C8P	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
17	ENSG00000167941	SOST	0.5198	0.644	++	Not differentially expressed	0.0	0.029	1	0.8639
21	ENSG00000228941	UBE3AP2	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
17	ENSG00000244045	TMEM199	0.8379	-0.205	+-	Not differentially expressed	0.0	0.643	1	0.4226
4	ENSG00000014824	SLC30A9	0.02918	-2.181	--	Not differentially expressed	0.0	0.911	1	0.3398
3	ENSG00000163702	IL17RC	0.2391	1.177	-+	Not differentially expressed	38.2	1.617	1	0.2035
10	ENSG00000199592	RNA5SP321	0.8018	-0.251	0-	Not differentially expressed	0.0	0.042	1	0.8369
22	ENSG00000099992	TBC1D10A	0.4982	0.677	++	Not differentially expressed	0.0	0.067	1	0.796
12	ENSG00000139351	SYCP3	0.5295	0.629	-+	Not differentially expressed	55.4	2.244	1	0.1341
21	ENSG00000275464	FP565260.1	0.6728	0.422	-+	Not differentially expressed	0.0	0.995	1	0.3185
12	ENSG00000123405	NFE2	8.61e-06	4.449	++	Not differentially expressed	30.5	1.44	1	0.2302
1	ENSG00000186197	EDARADD	0.5863	0.544	-+	Not differentially expressed	0.0	0.773	1	0.3794
X	ENSG00000101883	RHOXF1	0.1951	-1.296	--	Not differentially expressed	30.2	1.432	1	0.2315
17	ENSG00000187775	DNAH17	0.9803	0.025	-+	Not differentially expressed	92.6	13.49	1	0.0002398
3	ENSG00000132164	SLC6A11	0.0358	2.099	++	Not differentially expressed	35.3	1.546	1	0.2137
1	ENSG00000133216	EPHB2	0.1469	-1.45	-+	Not differentially expressed	84.1	6.306	1	0.01203
22	ENSG00000213790	OLA1P1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
4	ENSG00000196656	AC004057.1	0.9	-0.126	+-	Not differentially expressed	0.0	0.25	1	0.6172
16	ENSG00000069329	VPS35	0.1775	-1.348	+-	Not differentially expressed	56.0	2.272	1	0.1317
17	ENSG00000179604	CDC42EP4	6.068e-06	4.524	++	Not differentially expressed	79.1	4.794	1	0.02855
10	ENSG00000188316	ENO4	0.6651	0.433	-+	Not differentially expressed	70.3	3.365	1	0.06659
3	ENSG00000239959	ENPP7P2	0.8875	-0.141	+-	Not differentially expressed	0.0	0.309	1	0.5786
8	ENSG00000221818	EBF2	0.5091	0.66	-+	Not differentially expressed	16.5	1.198	1	0.2738
X	ENSG00000172534	HCFC1	0.03322	2.129	++	Not differentially expressed	0.0	0.847	1	0.3574
19	ENSG00000268884	AC010323.2	0.03141	-2.152	-0	Not differentially expressed	85.5	6.888	1	0.008678
20	ENSG00000171984	SHLD1	0.4794	-0.707	+-	Not differentially expressed	9.9	1.11	1	0.2922
1	ENSG00000143512	HHIPL2	0.6616	0.438	++	Not differentially expressed	0.0	0.027	1	0.8699
2	ENSG00000115419	GLS	0.1047	-1.623	--	Not differentially expressed	9.7	1.107	1	0.2927
5	ENSG00000152932	RAB3C	0.002078	-3.079	--	Not differentially expressed	0.0	0.002	1	0.9667
6	ENSG00000146477	SLC22A3	0.03172	2.148	++	Not differentially expressed	85.4	6.848	1	0.008873
15	ENSG00000174498	IGDCC3	0.6161	0.501	++	Not differentially expressed	0.0	0.163	1	0.6861
16	ENSG00000261429	DPPA2P4	0.1434	-1.463	-0	Not differentially expressed	68.6	3.185	1	0.07433
7	ENSG00000211699	TRGV3	0.9819	-0.023	-0	Not differentially expressed	0.0	0.001	1	0.9779
3	ENSG00000144655	CSRNP1	0.0002603	3.652	++	Not differentially expressed	37.1	1.589	1	0.2075
4	ENSG00000164022	AIMP1	0.1637	-1.393	--	Not differentially expressed	0.0	0.809	1	0.3684
12	ENSG00000285854	AC010197.2	0.02789	2.199	++	Not differentially expressed	4.7	1.049	1	0.3057
9	ENSG00000164946	FREM1	0.0003464	-3.578	--	Not differentially expressed	90.3	10.285	1	0.001341
2	ENSG00000151353	TMEM18	0.03349	-2.126	--	Not differentially expressed	0.0	0.508	1	0.4758
2	ENSG00000227430	AC019185.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
1	ENSG00000236274	AC004865.1	0.1912	-1.307	--	Not differentially expressed	0.0	0.102	1	0.7493
1	ENSG00000285053	TBCE	0.4674	-0.727	-+	Not differentially expressed	0.0	0.839	1	0.3596
14	ENSG00000211779	TRAV5	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
1	ENSG00000275131	AC241952.1	9.716e-05	3.898	++	Not differentially expressed	68.2	3.143	1	0.07624
4	ENSG00000109756	RAPGEF2	0.7241	-0.353	+-	Not differentially expressed	81.3	5.352	1	0.0207
15	ENSG00000103647	CORO2B	0.1121	-1.589	--	Not differentially expressed	0.0	0.863	1	0.3529
1	ENSG00000225671	FCF1P6	0.7496	-0.319	-0	Not differentially expressed	0.0	0.152	1	0.697
X	ENSG00000236509	RPL21P133	0.8788	0.152	+0	Not differentially expressed	0.0	0.035	1	0.8525
9	ENSG00000243695	AL353729.1	0.7938	0.261	+-	Not differentially expressed	0.0	0.762	1	0.3828
16	ENSG00000172775	FAM192A	0.02107	-2.307	--	Not differentially expressed	0.0	0.147	1	0.7014
19	ENSG00000189377	CXCL17	0.6048	0.518	-+	Not differentially expressed	53.5	2.15	1	0.1426
20	ENSG00000149679	CABLES2	0.3861	-0.867	--	Not differentially expressed	0.0	0.595	1	0.4406
7	ENSG00000225295	MTND4P4	0.7443	-0.326	-0	Not differentially expressed	0.0	0.158	1	0.6908
4	ENSG00000138640	FAM13A	0.4512	-0.753	+-	Not differentially expressed	0.0	0.625	1	0.4293
21	ENSG00000213885	RPL13AP7	0.2994	-1.038	-0	Not differentially expressed	37.6	1.602	1	0.2057
7	ENSG00000122591	FAM126A	0.01322	2.478	++	Not differentially expressed	0.0	0.423	1	0.5154
6	ENSG00000233892	PAIP1P1	0.199	-1.284	-0	Not differentially expressed	59.2	2.454	1	0.1173
3	ENSG00000242992	FTH1P4	0.1213	1.549	++	Not differentially expressed	0.0	0.165	1	0.685
5	ENSG00000164309	CMYA5	0.7466	-0.323	--	Not differentially expressed	0.0	0.044	1	0.8344
12	ENSG00000184752	NDUFA12	0.01837	-2.358	--	Not differentially expressed	0.0	0.062	1	0.804
17	ENSG00000189423	USP32P3	0.2327	1.193	++	Not differentially expressed	0.0	0.359	1	0.5488
2	ENSG00000136560	TANK	0.0199	2.328	++	Not differentially expressed	84.1	6.306	1	0.01203
1	ENSG00000078900	TP73	0.2061	-1.264	-+	Not differentially expressed	94.9	19.671	1	9.198e-06
12	ENSG00000175203	DCTN2	0.05441	-1.924	--	Not differentially expressed	0.0	0.275	1	0.6
1	ENSG00000152763	WDR78	0.09295	1.68	-+	Not differentially expressed	81.1	5.281	1	0.02156
1	ENSG00000238145	AL731892.1	0.5587	0.585	+-	Not differentially expressed	68.1	3.134	1	0.07668
6	ENSG00000220586	TUBBP9	0.9815	0.023	+0	Not differentially expressed	0.0	0.001	1	0.9774
7	ENSG00000228974	AC006483.1	0.5022	0.671	+0	Not differentially expressed	0.0	0.67	1	0.4131
4	ENSG00000170801	HTRA3	1.102e-06	4.872	++	Upregulated in AD	95.2	20.676	1	5.44e-06
17	ENSG00000161526	SAP30BP	0.48	0.706	-+	Not differentially expressed	32.6	1.484	1	0.2232
16	ENSG00000103335	PIEZO1	0.8881	0.141	-+	Not differentially expressed	71.4	3.492	1	0.06166
1	ENSG00000284662	OR4F16	0.8724	0.161	+-	Not differentially expressed	0.0	0.227	1	0.6336
12	ENSG00000003056	M6PR	0.0002878	-3.626	--	Not differentially expressed	57.8	2.368	1	0.1238
2	ENSG00000227120	AC009238.1	0.221	1.224	+0	Not differentially expressed	55.1	2.229	1	0.1355
19	ENSG00000232579	MTCO1P27	0.9997	0.0	+0	Not differentially expressed	0.0	0.0	1	0.9996
19	ENSG00000133247	KMT5C	0.2735	-1.095	-+	Not differentially expressed	84.6	6.473	1	0.01095
2	ENSG00000138411	HECW2	0.0008916	-3.323	--	Not differentially expressed	3.1	1.032	1	0.3097
2	ENSG00000278857	IGKV1D-12	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
2	ENSG00000054219	LY75	0.01101	2.543	++	Not differentially expressed	0.0	0.844	1	0.3584
17	ENSG00000278535	DHRS11	5.573e-06	-4.542	--	Not differentially expressed	62.7	2.684	1	0.1013
11	ENSG00000197847	SLC22A20P	0.5072	0.663	-+	Not differentially expressed	64.5	2.82	1	0.09308
12	ENSG00000255967	HADHAP2	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
20	ENSG00000229222	KRT18P4	0.7757	0.285	-+	Not differentially expressed	56.4	2.292	1	0.1301
3	ENSG00000008324	SS18L2	0.04777	-1.979	--	Not differentially expressed	50.0	2.002	1	0.1571
3	ENSG00000132182	NUP210	0.2723	-1.098	-+	Not differentially expressed	90.6	10.625	1	0.001116
6	ENSG00000124688	MAD2L1BP	0.1634	-1.394	--	Not differentially expressed	0.0	0.002	1	0.962
5	ENSG00000113356	POLR3G	0.1918	-1.305	-+	Not differentially expressed	72.2	3.601	1	0.05774
19	ENSG00000142556	ZNF614	0.00702	2.696	++	Not differentially expressed	0.0	0.991	1	0.3196
11	ENSG00000170325	PRDM10	0.5431	0.608	++	Not differentially expressed	0.0	0.529	1	0.4672
10	ENSG00000264230	ANXA8L1	0.3387	-0.957	--	Not differentially expressed	0.0	0.906	1	0.3411
4	ENSG00000248608	AC133963.1	0.4985	0.677	++	Not differentially expressed	0.0	0.575	1	0.4485
2	ENSG00000115053	NCL	0.1734	-1.361	-+	Not differentially expressed	78.9	4.742	1	0.02943
1	ENSG00000116786	PLEKHM2	0.008237	2.642	++	Not differentially expressed	44.1	1.789	1	0.1811
11	ENSG00000248712	CCDC153	0.3972	-0.847	-+	Not differentially expressed	90.5	10.567	1	0.001151
12	ENSG00000173262	SLC2A14	0.0009406	-3.308	--	Not differentially expressed	0.0	0.49	1	0.4839
9	ENSG00000165059	PRKACG	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
11	ENSG00000188486	H2AFX	0.4602	-0.738	-+	Not differentially expressed	45.6	1.839	1	0.175
7	ENSG00000127364	TAS2R4	0.7239	0.353	-+	Not differentially expressed	19.9	1.248	1	0.264
16	ENSG00000260082	AC106886.1	0.08651	-1.714	-0	Not differentially expressed	77.1	4.37	1	0.03657
19	ENSG00000142252	GEMIN7	0.7508	-0.318	-+	Not differentially expressed	0.0	0.399	1	0.5275
15	ENSG00000224055	GAPDHP55	0.4617	-0.736	-+	Not differentially expressed	55.7	2.26	1	0.1328
13	ENSG00000215486	ARL2BPP3	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
5	ENSG00000213328	AC104117.1	0.9941	0.007	-+	Not differentially expressed	48.9	1.957	1	0.1618
7	ENSG00000223705	NSUN5P1	0.03206	-2.144	-+	Not differentially expressed	94.7	18.994	1	1.311e-05
7	ENSG00000223500	AC083862.1	0.233	-1.193	--	Not differentially expressed	0.0	0.43	1	0.5118
10	ENSG00000066468	FGFR2	0.9939	-0.008	-+	Not differentially expressed	91.5	11.706	1	0.0006231
2	ENSG00000168542	COL3A1	3.132e-13	7.289	++	Upregulated in AD	97.2	35.341	1	2.768e-09
11	ENSG00000172289	OR10V1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
20	ENSG00000235525	FTLP1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
10	ENSG00000234369	TATDN1P1	0.6998	0.386	++	Not differentially expressed	0.0	0.003	1	0.9587
16	ENSG00000122390	NAA60	0.575	-0.561	-+	Not differentially expressed	67.8	3.109	1	0.07784
4	ENSG00000249617	AC106872.7	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
1	ENSG00000132196	HSD17B7	0.001805	3.12	++	Not differentially expressed	72.9	3.689	1	0.05476
12	ENSG00000111785	RIC8B	0.000269	3.643	++	Not differentially expressed	59.1	2.443	1	0.118
2	ENSG00000228902	ST6GALNAC2P1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
11	ENSG00000196323	ZBTB44	0.00868	2.624	++	Not differentially expressed	67.0	3.026	1	0.08192
1	ENSG00000132718	SYT11	0.08623	-1.716	--	Not differentially expressed	0.0	0.585	1	0.4444
14	ENSG00000258367	CR383656.13	0.3533	0.928	++	Not differentially expressed	0.0	0.143	1	0.7053
10	ENSG00000152766	ANKRD22	0.2621	1.121	-+	Not differentially expressed	51.1	2.044	1	0.1528
1	ENSG00000275406	AL359742.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
11	ENSG00000170959	DCDC1	0.1819	-1.335	--	Not differentially expressed	0.0	0.316	1	0.5743
9	ENSG00000135002	RFK	0.03821	-2.073	--	Not differentially expressed	0.0	0.296	1	0.5863
17	ENSG00000121101	TEX14	0.4408	0.771	-+	Not differentially expressed	79.6	4.892	1	0.02699
3	ENSG00000114127	XRN1	0.05499	1.919	+-	Not differentially expressed	89.6	9.634	1	0.001911
5	ENSG00000112977	DAP	0.008976	2.613	++	Not differentially expressed	37.6	1.603	1	0.2055
11	ENSG00000172935	MRGPRF	9.179e-09	5.745	++	Upregulated in AD	94.6	18.441	1	1.753e-05
7	ENSG00000213721	HMGN2P30	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
17	ENSG00000233380	RPS2P48	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
6	ENSG00000204301	NOTCH4	0.1064	1.615	++	Not differentially expressed	57.5	2.351	1	0.1252
19	ENSG00000167460	TPM4	0.3797	0.878	++	Not differentially expressed	0.0	0.461	1	0.497
9	ENSG00000230601	TEX48	0.4134	0.818	++	Not differentially expressed	0.0	0.021	1	0.8853
X	ENSG00000200473	RNA5SP507	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
17	ENSG00000238083	LRRC37A2	0.7737	-0.288	-+	Not differentially expressed	84.5	6.451	1	0.01109
22	ENSG00000184319	RPL23AP82	0.05084	1.953	++	Not differentially expressed	77.4	4.418	1	0.03556
1	ENSG00000231344	AL020997.1	0.5652	-0.575	-0	Not differentially expressed	0.0	0.492	1	0.483
19	ENSG00000267507	AC010327.2	0.7627	0.302	+0	Not differentially expressed	0.0	0.136	1	0.7127
1	ENSG00000223519	KIF28P	0.1245	-1.536	--	Not differentially expressed	62.2	2.645	1	0.1039
18	ENSG00000265631	BNIP3P3	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
8	ENSG00000091879	ANGPT2	1.381e-07	5.268	++	Upregulated in AD	87.1	7.768	1	0.005319
5	ENSG00000145824	CXCL14	0.1104	-1.596	--	Not differentially expressed	0.0	0.573	1	0.4492
2	ENSG00000115523	GNLY	0.1673	-1.381	-+	Not differentially expressed	92.6	13.594	1	0.0002269
19	ENSG00000201035	RNA5SP469	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
11	ENSG00000215380	AC090625.1	0.7416	-0.33	+-	Not differentially expressed	62.3	2.651	1	0.1035
10	ENSG00000214655	ZSWIM8	0.2895	1.059	-+	Not differentially expressed	16.8	1.202	1	0.273
1	ENSG00000232792	FTH1P25	0.7341	-0.34	-0	Not differentially expressed	0.0	0.172	1	0.6787
2	ENSG00000115392	FANCL	0.6892	-0.4	-+	Not differentially expressed	85.4	6.843	1	0.0089
15	ENSG00000166068	SPRED1	0.2269	-1.209	+-	Not differentially expressed	73.3	3.749	1	0.05285
19	ENSG00000105171	POP4	0.647	-0.458	+-	Not differentially expressed	21.5	1.274	1	0.259
3	ENSG00000152580	IGSF10	0.572	0.565	+-	Not differentially expressed	43.9	1.781	1	0.182
6	ENSG00000220848	RPS18P9	0.5699	0.568	-+	Not differentially expressed	0.0	0.656	1	0.418
5	ENSG00000113643	RARS	0.5018	-0.672	--	Not differentially expressed	0.0	0.654	1	0.4188
1	ENSG00000198019	FCGR1B	0.8232	-0.223	-+	Not differentially expressed	63.5	2.738	1	0.09797
12	ENSG00000171759	PAH	0.229	1.203	+-	Not differentially expressed	80.0	4.999	1	0.02536
3	ENSG00000196277	GRM7	0.001699	-3.138	--	Not differentially expressed	0.0	0.427	1	0.5136
18	ENSG00000166562	SEC11C	0.8418	0.2	+-	Not differentially expressed	0.0	0.11	1	0.7403
14	ENSG00000211896	IGHG1	0.002631	3.008	++	Not differentially expressed	74.4	3.899	1	0.0483
6	ENSG00000239264	TXNDC5	0.04853	1.973	++	Not differentially expressed	59.3	2.46	1	0.1168
12	ENSG00000257411	AC034102.2	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
14	ENSG00000180189	HMGB1P14	0.003581	2.913	++	Not differentially expressed	0.0	0.335	1	0.5626
8	ENSG00000212993	POU5F1B	0.7028	-0.381	-+	Not differentially expressed	72.5	3.632	1	0.05668
22	ENSG00000211637	IGLV4-69	0.3923	0.855	+0	Not differentially expressed	8.1	1.089	1	0.2968
9	ENSG00000136935	GOLGA1	0.6207	-0.495	-+	Not differentially expressed	0.0	0.589	1	0.443
2	ENSG00000242575	AC012501.2	0.7385	-0.334	-0	Not differentially expressed	0.0	0.166	1	0.6838
9	ENSG00000137054	POLR1E	0.7525	-0.315	+-	Not differentially expressed	0.0	0.158	1	0.6913
20	ENSG00000213979	RPL7AP14	0.5101	-0.659	--	Not differentially expressed	0.0	0.018	1	0.8921
16	ENSG00000175311	ANKS4B	0.9723	0.035	-+	Not differentially expressed	89.8	9.818	1	0.001728
20	ENSG00000089050	RBBP9	0.08212	1.739	++	Not differentially expressed	76.7	4.288	1	0.03838
13	ENSG00000102524	TNFSF13B	0.0846	1.725	++	Not differentially expressed	12.2	1.138	1	0.286
19	ENSG00000077009	NMRK2	0.08808	-1.706	-0	Not differentially expressed	76.9	4.327	1	0.03751
11	ENSG00000121690	DEPDC7	0.3325	0.969	-+	Not differentially expressed	66.2	2.959	1	0.08542
7	ENSG00000236748	AC009500.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
11	ENSG00000175868	CALCB	0.704	-0.38	-+	Not differentially expressed	61.6	2.602	1	0.1067
17	ENSG00000188522	FAM83G	0.06542	1.842	++	Not differentially expressed	0.0	0.879	1	0.3485
6	ENSG00000112494	UNC93A	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
5	ENSG00000178776	C5orf46	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
19	ENSG00000268535	MTDHP4	0.267	1.11	++	Not differentially expressed	36.4	1.572	1	0.2099
9	ENSG00000148334	PTGES2	0.000141	-3.806	--	Not differentially expressed	0.0	0.865	1	0.3525
11	ENSG00000121236	TRIM6	0.09315	1.679	++	Not differentially expressed	0.0	0.121	1	0.7282
8	ENSG00000253964	RPL31P40	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
2	ENSG00000176887	SOX11	0.002467	-3.027	-+	Not differentially expressed	95.5	22.315	1	2.314e-06
5	ENSG00000158402	CDC25C	0.3722	-0.892	-+	Not differentially expressed	66.3	2.97	1	0.08482
2	ENSG00000065911	MTHFD2	0.4427	0.768	++	Not differentially expressed	0.0	0.11	1	0.7407
11	ENSG00000175104	TRAF6	0.02141	2.301	++	Not differentially expressed	23.5	1.308	1	0.2528
1	ENSG00000163877	SNIP1	0.978	0.028	+-	Not differentially expressed	0.0	0.079	1	0.779
22	ENSG00000233764	MTCO1P20	0.848	0.192	+0	Not differentially expressed	0.0	0.055	1	0.8152
6	ENSG00000203733	GJE1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
14	ENSG00000205659	LIN52	0.4139	-0.817	--	Not differentially expressed	0.0	0.0	1	0.9992
X	ENSG00000068308	OTUD5	0.004329	-2.853	--	Not differentially expressed	0.0	0.806	1	0.3694
4	ENSG00000249245	NCOA4P3	0.3567	0.922	++	Not differentially expressed	0.0	0.782	1	0.3765
10	ENSG00000148602	LRIT1	0.0914	1.688	+0	Not differentially expressed	76.4	4.239	1	0.03951
9	ENSG00000165113	GKAP1	0.09356	1.677	++	Not differentially expressed	0.0	0.036	1	0.8505
4	ENSG00000223620	RBM48P1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
7	ENSG00000188883	KLRG2	0.5345	0.621	+0	Not differentially expressed	0.0	0.574	1	0.4487
12	ENSG00000255853	AC006065.1	0.4865	-0.696	--	Not differentially expressed	0.0	0.022	1	0.8816
2	ENSG00000115339	GALNT3	0.02734	2.207	++	Not differentially expressed	0.0	0.037	1	0.8475
5	ENSG00000164287	CDC20B	0.1337	1.5	++	Not differentially expressed	0.0	0.353	1	0.5525
17	ENSG00000198740	ZNF652	0.305	1.026	-+	Not differentially expressed	85.1	6.708	1	0.009596
11	ENSG00000182634	OR10G7	0.2077	-1.26	-0	Not differentially expressed	57.7	2.362	1	0.1244
11	ENSG00000110651	CD81	0.0006912	3.393	++	Not differentially expressed	0.0	0.025	1	0.8751
11	ENSG00000023171	GRAMD1B	0.05917	-1.887	--	Not differentially expressed	0.0	0.631	1	0.4271
