gene_name	Annese_et_al	Magistry_et_al	Luo_et_al	van_Rooij_et_al	upregulated_count	downregulated_count
TFAM	missing	missing	downregulated	missing	0	1
TFAP2C	missing	missing	downregulated	missing	0	1
TFAP2D	missing	upregulated	missing	missing	1	0
TFCP2L1	downregulated	missing	missing	missing	0	1
TFEB	upregulated	missing	missing	missing	1	0
TFEC	upregulated	missing	missing	upregulated	2	0
TFPI	missing	missing	missing	upregulated	1	0
TFPT	missing	missing	upregulated	missing	1	0
TG	missing	missing	missing	downregulated	0	1
TGFB1	upregulated	missing	missing	upregulated	2	0
TGFB1I1	missing	missing	upregulated	upregulated	2	0
TGFBR1	upregulated	missing	missing	missing	1	0
TGFBR2	missing	missing	missing	upregulated	1	0
TGFBR3	missing	missing	missing	upregulated	1	0
TGFBRAP1	missing	missing	missing	downregulated	0	1
TGIF1	missing	missing	missing	upregulated	1	0
TGIF2-RAB5IF	missing	missing	missing	upregulated	1	0
TGM2	missing	missing	missing	upregulated	1	0
TGM3	downregulated	missing	missing	missing	0	1
TH	downregulated	downregulated	missing	downregulated	0	3
THAP2	missing	missing	missing	upregulated	1	0
THAP5	missing	missing	upregulated	missing	1	0
THAP8	missing	missing	upregulated	missing	1	0
THAP9-AS1	missing	missing	upregulated	missing	1	0
THEM6	missing	missing	upregulated	missing	1	0
THEMIS	missing	upregulated	missing	missing	1	0
THNSL1	missing	missing	missing	downregulated	0	1
THOC1-DT	missing	missing	upregulated	missing	1	0
THOC3-AS1	missing	missing	missing	downregulated	0	1
THUMPD2	missing	missing	upregulated	missing	1	0
THY1-AS1	downregulated	missing	missing	downregulated	0	2
TIALD	missing	missing	downregulated	missing	0	1
TIAM2	missing	missing	missing	downregulated	0	1
TIE1	upregulated	missing	missing	upregulated	2	0
TIGD4	missing	missing	downregulated	missing	0	1
TIGD7	missing	missing	upregulated	missing	1	0
TIMELESS	missing	missing	missing	upregulated	1	0
TIMM17A	downregulated	missing	missing	missing	0	1
TIMM23	missing	missing	missing	downregulated	0	1
TIMM23B-AGAP6	missing	missing	upregulated	missing	1	0
TIMM29	missing	missing	upregulated	missing	1	0
TINAGL1	missing	missing	upregulated	upregulated	2	0
TIPRL	missing	missing	missing	downregulated	0	1
TJP2	upregulated	missing	missing	missing	1	0
TJP3	missing	missing	missing	upregulated	1	0
TKFC	missing	missing	missing	downregulated	0	1
TLCD1	missing	missing	missing	downregulated	0	1
TLCD5	missing	missing	downregulated	missing	0	1
TLDC2	missing	missing	missing	upregulated	1	0
TLE4	upregulated	missing	missing	upregulated	2	0
TLL1	downregulated	missing	missing	missing	0	1
TLN1	missing	missing	missing	upregulated	1	0
TLR1	upregulated	missing	upregulated	missing	2	0
TLR2	upregulated	missing	missing	missing	1	0
TLR5	upregulated	missing	upregulated	upregulated	3	0
TLR6	upregulated	missing	upregulated	missing	2	0
TLR7	upregulated	missing	missing	missing	1	0
TLR8-AS1	upregulated	missing	missing	missing	1	0
TLR9	upregulated	missing	missing	upregulated	2	0
TLX2	missing	missing	downregulated	missing	0	1
TM2D1	missing	missing	downregulated	missing	0	1
TM2D3	missing	missing	missing	downregulated	0	1
TM4SF1-AS1	missing	missing	missing	upregulated	1	0
TM4SF18-AS1	missing	missing	missing	upregulated	1	0
TM7SF2	missing	missing	missing	downregulated	0	1
TM9SF4	missing	missing	upregulated	downregulated	1	1
TMBIM6	missing	missing	upregulated	missing	1	0
TMC5	downregulated	missing	missing	missing	0	1
TMC6	upregulated	missing	missing	missing	1	0
TMED6	missing	missing	downregulated	missing	0	1
TMEM102	upregulated	missing	missing	missing	1	0
TMEM108-AS1	missing	missing	missing	downregulated	0	1
TMEM109-DT	missing	missing	upregulated	upregulated	2	0
TMEM11-DT	missing	missing	upregulated	missing	1	0
TMEM117	missing	missing	upregulated	missing	1	0
TMEM121	missing	missing	downregulated	missing	0	1
TMEM121B	missing	missing	missing	downregulated	0	1
TMEM125	missing	missing	downregulated	missing	0	1
TMEM130	downregulated	missing	missing	downregulated	0	2
TMEM132B	missing	missing	missing	downregulated	0	1
TMEM132D-AS1	missing	missing	missing	downregulated	0	1
TMEM132E-DT	missing	upregulated	upregulated	downregulated	2	1
TMEM140	upregulated	missing	missing	missing	1	0
TMEM144	missing	missing	downregulated	missing	0	1
TMEM14A	missing	missing	missing	downregulated	0	1
TMEM150A	missing	missing	missing	upregulated	1	0
TMEM150C	missing	missing	missing	downregulated	0	1
TMEM151A	missing	missing	upregulated	missing	1	0
TMEM151B	missing	missing	missing	downregulated	0	1
TMEM156	missing	missing	upregulated	missing	1	0
TMEM158	missing	missing	missing	downregulated	0	1
TMEM160	missing	missing	downregulated	missing	0	1
TMEM161A	missing	missing	upregulated	missing	1	0
TMEM161B-DT	missing	missing	downregulated	missing	0	1
TMEM163	missing	missing	missing	downregulated	0	1
TMEM165	upregulated	missing	missing	missing	1	0
TMEM169	downregulated	missing	upregulated	downregulated	1	2
TMEM17	missing	missing	missing	downregulated	0	1
TMEM170B	missing	missing	upregulated	missing	1	0
TMEM176B	upregulated	missing	upregulated	missing	2	0
TMEM177	missing	missing	missing	downregulated	0	1
TMEM178A	missing	missing	missing	downregulated	0	1
TMEM178B	downregulated	missing	missing	downregulated	0	2
TMEM179	missing	missing	missing	downregulated	0	1
TMEM187	missing	missing	upregulated	missing	1	0
TMEM198	downregulated	missing	missing	downregulated	0	2
TMEM200A	downregulated	missing	missing	missing	0	1
TMEM200B	missing	missing	downregulated	upregulated	1	1
TMEM204	missing	missing	downregulated	upregulated	1	1
TMEM215	downregulated	missing	missing	missing	0	1
TMEM221	missing	missing	upregulated	missing	1	0
TMEM232	missing	missing	upregulated	missing	1	0
TMEM235	upregulated	missing	missing	missing	1	0
TMEM238	missing	missing	upregulated	missing	1	0
TMEM240	missing	missing	downregulated	downregulated	0	2
TMEM241	missing	missing	missing	downregulated	0	1
TMEM242-DT	missing	missing	missing	downregulated	0	1
TMEM243	missing	missing	missing	upregulated	1	0
TMEM246-AS1	downregulated	missing	missing	downregulated	0	2
TMEM255B	missing	missing	missing	upregulated	1	0
TMEM256-PLSCR3	missing	missing	downregulated	missing	0	1
TMEM259	missing	missing	upregulated	missing	1	0
TMEM260	missing	missing	upregulated	missing	1	0
TMEM265	missing	missing	upregulated	missing	1	0
TMEM266	missing	missing	missing	downregulated	0	1
TMEM268	missing	missing	missing	downregulated	0	1
TMEM271	missing	missing	upregulated	missing	1	0
TMEM273	upregulated	missing	missing	missing	1	0
TMEM30A-DT	missing	missing	upregulated	missing	1	0
TMEM35A	downregulated	missing	missing	missing	0	1
TMEM38A	downregulated	missing	missing	missing	0	1
TMEM39A	missing	missing	missing	upregulated	1	0
TMEM41B	missing	missing	upregulated	missing	1	0
TMEM45B	downregulated	missing	missing	missing	0	1
TMEM50B	missing	missing	downregulated	missing	0	1
TMEM59L	downregulated	missing	missing	downregulated	0	2
TMEM63C	missing	missing	missing	downregulated	0	1
TMEM67	downregulated	missing	missing	missing	0	1
TMEM88B	missing	missing	downregulated	missing	0	1
TMEM9	downregulated	missing	missing	downregulated	0	2
TMEM94	missing	missing	upregulated	missing	1	0
TMOD2	missing	missing	missing	downregulated	0	1
TMOD3	missing	missing	missing	upregulated	1	0
TMPO-AS1	missing	missing	missing	upregulated	1	0
TMPRSS13	downregulated	missing	missing	missing	0	1
TMPRSS4	downregulated	missing	upregulated	downregulated	1	2
TMPRSS5	upregulated	missing	missing	missing	1	0
TMT1A	missing	missing	upregulated	missing	1	0
TMT1B	missing	missing	upregulated	missing	1	0
TMTC2	upregulated	missing	missing	missing	1	0
TMX1	missing	missing	missing	upregulated	1	0
TMX3	missing	missing	upregulated	missing	1	0
TNDM	missing	missing	missing	downregulated	0	1
TNFAIP2	missing	missing	upregulated	missing	1	0
TNFAIP3	upregulated	missing	missing	missing	1	0
TNFAIP6	missing	upregulated	missing	missing	1	0
TNFAIP8	missing	missing	missing	upregulated	1	0
TNFAIP8L2-SCNM1	missing	missing	upregulated	missing	1	0
TNFAIP8L3	downregulated	missing	missing	downregulated	0	2
TNFRSF10A-DT	upregulated	missing	missing	upregulated	2	0
TNFRSF10B-AS1	missing	missing	missing	upregulated	1	0
TNFRSF10D	missing	missing	missing	upregulated	1	0
TNFRSF11B	missing	missing	missing	upregulated	1	0
TNFRSF13C	missing	missing	upregulated	missing	1	0
TNFRSF18	missing	missing	upregulated	missing	1	0
TNFRSF1A	missing	missing	missing	upregulated	1	0
TNFRSF1B	upregulated	missing	missing	missing	1	0
TNFRSF21	missing	missing	missing	downregulated	0	1
TNFRSF25	missing	missing	missing	downregulated	0	1
TNFSF10	downregulated	missing	missing	missing	0	1
TNFSF13B	missing	missing	downregulated	missing	0	1
TNFSF14	upregulated	missing	downregulated	upregulated	2	1
TNFSF4	missing	missing	downregulated	missing	0	1
TNFSF9	missing	missing	upregulated	missing	1	0
TNIP1	missing	missing	downregulated	missing	0	1
TNIP2	missing	missing	missing	upregulated	1	0
TNN	missing	missing	upregulated	missing	1	0
TNNI3	downregulated	missing	missing	missing	0	1
TNNI3K	downregulated	missing	missing	missing	0	1
TNNT1	downregulated	missing	missing	downregulated	0	2
TNPO2	missing	missing	missing	downregulated	0	1
TNS1-AS1	upregulated	missing	missing	upregulated	2	0
TNS2	missing	missing	missing	upregulated	1	0
TNXB	missing	missing	missing	upregulated	1	0
TOB2	upregulated	missing	missing	missing	1	0
TOLLIP-DT	missing	missing	downregulated	downregulated	0	2
TOM1L2	missing	missing	upregulated	downregulated	1	1
TOMM20	downregulated	missing	missing	downregulated	0	2
TOMM34	downregulated	missing	upregulated	downregulated	1	2
TOMM40	missing	missing	missing	downregulated	0	1
TOMM40L	missing	missing	missing	downregulated	0	1
TONSL-AS1	missing	missing	upregulated	missing	1	0
TOP2A	missing	missing	upregulated	missing	1	0
TOP3B	missing	missing	missing	upregulated	1	0
TOP6BL	missing	missing	missing	downregulated	0	1
TOPAZ1	missing	missing	upregulated	missing	1	0
TOX	missing	missing	missing	downregulated	0	1
TOX2	missing	missing	missing	downregulated	0	1
TOX4	upregulated	missing	missing	missing	1	0
TP63	missing	missing	missing	upregulated	1	0
TPBG	missing	missing	missing	upregulated	1	0
TPBGL-AS1	downregulated	missing	upregulated	downregulated	1	2
TPD52L1	missing	missing	upregulated	missing	1	0
TPI1	downregulated	missing	missing	downregulated	0	2
TPM2	missing	missing	downregulated	upregulated	1	1
TPST2	missing	missing	missing	upregulated	1	0
TPTEP1	upregulated	downregulated	missing	missing	1	1
TPX2	missing	missing	missing	downregulated	0	1
TRABD-AS1	upregulated	missing	missing	missing	1	0
TRABD2A	missing	upregulated	missing	missing	1	0
TRABD2B	missing	missing	missing	upregulated	1	0
TRADD	missing	missing	upregulated	missing	1	0
TRAF1	upregulated	missing	missing	missing	1	0
TRAF3	missing	missing	upregulated	missing	1	0
TRAF5	downregulated	missing	missing	missing	0	1
TRAF7	missing	missing	downregulated	missing	0	1
TRAIP	missing	missing	missing	downregulated	0	1
TRAK2	missing	missing	missing	upregulated	1	0
TRAM1L1	missing	missing	downregulated	downregulated	0	2
TRAM2-AS1	missing	upregulated	missing	upregulated	2	0
TRANK1	missing	missing	missing	downregulated	0	1
TRAPPC1	missing	missing	missing	downregulated	0	1
TRAPPC11	missing	missing	missing	downregulated	0	1
TRAPPC14	missing	missing	missing	downregulated	0	1
TRAPPC2L	downregulated	missing	missing	missing	0	1
TRAPPC5	missing	missing	upregulated	missing	1	0
TRAPPC6B	missing	missing	upregulated	downregulated	1	1
TRAPPC9	missing	missing	missing	downregulated	0	1
TRARG1	missing	missing	missing	upregulated	1	0
TRDMT1	missing	missing	upregulated	missing	1	0
TRDN-AS1	missing	missing	missing	upregulated	1	0
TREM2	upregulated	missing	missing	missing	1	0
TRHDE-AS1	downregulated	missing	missing	downregulated	0	2
TRHR	downregulated	downregulated	missing	missing	0	2
TRIB3	missing	missing	upregulated	missing	1	0
TRIL	missing	missing	upregulated	missing	1	0
TRIM21	missing	missing	missing	upregulated	1	0
TRIM22	upregulated	missing	missing	upregulated	2	0
TRIM29	downregulated	missing	missing	missing	0	1
TRIM36-IT1	downregulated	missing	missing	downregulated	0	2
TRIM37	missing	missing	missing	downregulated	0	1
TRIM38	missing	missing	missing	upregulated	1	0
TRIM46	missing	missing	missing	downregulated	0	1
TRIM47	upregulated	missing	missing	upregulated	2	0
TRIM5	missing	missing	missing	upregulated	1	0
TRIM56	upregulated	missing	missing	upregulated	2	0
TRIM59-IFT80	upregulated	missing	upregulated	missing	2	0
TRIM6-TRIM34	missing	missing	downregulated	missing	0	1
TRIM67-AS1	missing	missing	missing	downregulated	0	1
TRIM72	missing	downregulated	missing	missing	0	1
TRIM9	missing	missing	missing	downregulated	0	1
TRIP10	upregulated	missing	missing	upregulated	2	0
TRIQK	missing	missing	downregulated	missing	0	1
TRL-AAG2-3	missing	missing	missing	downregulated	0	1
TRMT10A	missing	missing	upregulated	missing	1	0
TRMT10B	missing	missing	downregulated	missing	0	1
TRMT10C	missing	missing	upregulated	missing	1	0
TRMT61A-DT	missing	missing	upregulated	missing	1	0
TRMT9B	missing	missing	upregulated	missing	1	0
TRNT1	missing	missing	upregulated	missing	1	0
TRPC4	downregulated	missing	downregulated	missing	0	2
TRPC5OS	downregulated	missing	missing	missing	0	1
TRPC6	missing	missing	upregulated	missing	1	0
TRPM3	downregulated	missing	missing	missing	0	1
TRPM6	missing	missing	upregulated	missing	1	0
TRPM7	missing	missing	upregulated	upregulated	2	0
TRPV3	upregulated	missing	missing	missing	1	0
TRPV4	downregulated	missing	missing	missing	0	1
TRPV6	missing	missing	missing	downregulated	0	1
TRUB1	downregulated	missing	missing	downregulated	0	2
TRUB2	downregulated	missing	missing	missing	0	1
TSC22D4-C7ORF61	upregulated	missing	missing	upregulated	2	0
TSEN15	missing	missing	upregulated	missing	1	0
TSEN34	missing	missing	downregulated	missing	0	1
TSHZ1	missing	missing	downregulated	missing	0	1
TSHZ3-AS1	upregulated	missing	missing	missing	1	0
TSLP	missing	missing	missing	upregulated	1	0
TSPAN13	downregulated	missing	missing	downregulated	0	2
TSPAN14-AS1	missing	missing	upregulated	upregulated	2	0
TSPAN18-AS1	missing	missing	missing	downregulated	0	1
TSPAN19	missing	missing	missing	upregulated	1	0
TSPAN2	missing	missing	missing	upregulated	1	0
TSPAN4	missing	missing	upregulated	missing	1	0
TSPAN7	downregulated	missing	missing	missing	0	1
TSPO	upregulated	missing	upregulated	missing	2	0
TSPOAP1	missing	missing	missing	downregulated	0	1
TSPYL1	downregulated	missing	missing	downregulated	0	2
TSPYL2	downregulated	missing	missing	missing	0	1
TSPYL5	missing	missing	missing	downregulated	0	1
TSR3	missing	missing	upregulated	missing	1	0
TTC19	downregulated	missing	missing	downregulated	0	2
TTC23L-AS1	downregulated	missing	missing	missing	0	1
TTC29	downregulated	missing	missing	missing	0	1
TTC3-AS1	missing	missing	downregulated	downregulated	0	2
TTC39A-AS1	missing	missing	missing	downregulated	0	1
TTC7B-AS1	missing	missing	missing	downregulated	0	1
TTC8	downregulated	missing	missing	missing	0	1
TTC9-DT	missing	missing	missing	downregulated	0	1
TTC9B	missing	missing	upregulated	missing	1	0
TTLL1	downregulated	missing	missing	downregulated	0	2
TTLL10-AS1	downregulated	missing	missing	missing	0	1
TTLL6	missing	upregulated	missing	missing	1	0
TTN-AS1	missing	missing	downregulated	missing	0	1
TTPA	missing	missing	upregulated	missing	1	0
TTPAL	missing	missing	missing	downregulated	0	1
TTR	downregulated	missing	downregulated	missing	0	2
TTYH2	upregulated	missing	missing	missing	1	0
TUBA4A	downregulated	missing	missing	downregulated	0	2
TUBA8	missing	missing	upregulated	missing	1	0
TUBAL3	missing	missing	missing	upregulated	1	0
TUBB	missing	missing	missing	upregulated	1	0
TUBB2A	downregulated	missing	missing	downregulated	0	2
TUBB2B	missing	missing	missing	downregulated	0	1
TUBB3	downregulated	missing	missing	downregulated	0	2
TUBB4A	missing	missing	upregulated	missing	1	0
TUBB4B	downregulated	missing	missing	downregulated	0	2
TUBD1	missing	missing	missing	upregulated	1	0
TUBE1	missing	missing	upregulated	missing	1	0
TUBG2	downregulated	missing	missing	missing	0	1
TUBGCP5	missing	missing	missing	downregulated	0	1
TUNAR	downregulated	missing	missing	missing	0	1
TUSC3	downregulated	missing	missing	downregulated	0	2
TUT4	missing	missing	missing	upregulated	1	0
TVP23A	missing	missing	missing	downregulated	0	1
TVP23B	missing	missing	upregulated	missing	1	0
TWF1	missing	missing	downregulated	missing	0	1
TWF2-DT	missing	missing	upregulated	missing	1	0
TXNIP	missing	missing	missing	upregulated	1	0
TXNL1	missing	missing	upregulated	missing	1	0
TYROBP	upregulated	missing	missing	missing	1	0
TYRP1	downregulated	missing	missing	missing	0	1
U2SURP	missing	missing	upregulated	missing	1	0
UACA	missing	missing	missing	upregulated	1	0
UAP1L1	upregulated	missing	missing	missing	1	0
UBA5	missing	missing	downregulated	missing	0	1
UBALD2	missing	missing	missing	upregulated	1	0
UBASH3B	missing	missing	missing	downregulated	0	1
UBE2E2-DT	missing	missing	missing	downregulated	0	1
UBE2E3-DT	missing	missing	missing	downregulated	0	1
UBE2M	missing	missing	upregulated	missing	1	0
UBE2N	downregulated	missing	missing	missing	0	1
UBE2O	missing	missing	missing	downregulated	0	1
UBE2QL1	downregulated	missing	missing	downregulated	0	2
UBE2S	missing	missing	upregulated	missing	1	0
UBE2T	missing	missing	missing	downregulated	0	1
UBE2V2-AS1	missing	missing	missing	downregulated	0	1
UBE3A	missing	missing	upregulated	missing	1	0
UBFD1	missing	missing	upregulated	missing	1	0
UBL7-DT	missing	missing	missing	downregulated	0	1
UBLCP1	missing	missing	missing	downregulated	0	1
UBTD1	missing	missing	upregulated	missing	1	0
UBXN10	missing	missing	upregulated	missing	1	0
UBXN11	missing	missing	downregulated	missing	0	1
UCHL1-DT	downregulated	missing	missing	downregulated	0	2
UCHL3	missing	missing	downregulated	missing	0	1
