gene_symbol,gene_id,is_upregulated_in_AD,brain_region,study,quality_assessment
PHLPP1,ENST00000415319,FALSE,Parietal Lobe,Mills et al.,1.5
PI4KA,ENST00000255882,FALSE,Parietal Lobe,Mills et al.,1.5
PIGO,ENST00000298004,FALSE,Parietal Lobe,Mills et al.,1.5
PODNL1,ENST00000254320,FALSE,Parietal Lobe,Mills et al.,1.5
PRPF8,ENST00000304992,FALSE,Parietal Lobe,Mills et al.,1.5
PTPN14,ENST00000366956,FALSE,Parietal Lobe,Mills et al.,1.5
PZP,ENST00000261336,FALSE,Parietal Lobe,Mills et al.,1.5
RAB40A,ENST00000372633,FALSE,Parietal Lobe,Mills et al.,1.5
RBMXL3,ENST00000424776,FALSE,Parietal Lobe,Mills et al.,1.5
RFT1,ENST00000394738,FALSE,Parietal Lobe,Mills et al.,1.5
RN18S1,ENST00000445125,FALSE,Parietal Lobe,Mills et al.,1.5
RNF152,ENST00000312828,FALSE,Parietal Lobe,Mills et al.,1.5
RP11-10B2.1,ENST00000441633,FALSE,Parietal Lobe,Mills et al.,1.5
RP11-10B2.3,ENST00000424002,FALSE,Parietal Lobe,Mills et al.,1.5
RP11-10L12.2,ENST00000513388,FALSE,Parietal Lobe,Mills et al.,1.5
RP11-142G7.2,ENST00000419566,FALSE,Parietal Lobe,Mills et al.,1.5
RP11-17H4.2,ENST00000448058,FALSE,Parietal Lobe,Mills et al.,1.5
RP11-220I1.1,ENST00000429493,FALSE,Parietal Lobe,Mills et al.,1.5
RP11-275A6.1,ENST00000424953,FALSE,Parietal Lobe,Mills et al.,1.5
RP11-275A6.2,ENST00000436262,FALSE,Parietal Lobe,Mills et al.,1.5
RP11-295M18.4,ENST00000439095,FALSE,Parietal Lobe,Mills et al.,1.5
RP11-342M1.7,ENST00000448759,FALSE,Parietal Lobe,Mills et al.,1.5
RP11-351K23.3,ENST00000438855,FALSE,Parietal Lobe,Mills et al.,1.5
RP11-427O13.1,ENST00000438536,FALSE,Parietal Lobe,Mills et al.,1.5
RP11-475J5.2,ENST00000504798,FALSE,Parietal Lobe,Mills et al.,1.5
RP11-488L18.3,ENST00000400933,FALSE,Parietal Lobe,Mills et al.,1.5
RP11-4O3.2,ENST00000508135,FALSE,Parietal Lobe,Mills et al.,1.5
RP11-518D3.1,ENST00000420587,FALSE,Parietal Lobe,Mills et al.,1.5
RP11-528N21.2,ENST00000421044,FALSE,Parietal Lobe,Mills et al.,1.5
RP11-61E2.1,ENST00000420409,FALSE,Parietal Lobe,Mills et al.,1.5
RP11-627H22.4,ENST00000506452,FALSE,Parietal Lobe,Mills et al.,1.5
RP11-75A9.1,ENST00000373465,FALSE,Parietal Lobe,Mills et al.,1.5
RP11-777B9.5,ENST00000510231,FALSE,Parietal Lobe,Mills et al.,1.5
RP11-91A15.2,ENST00000463134,FALSE,Parietal Lobe,Mills et al.,1.5
RP1-244F1.2,ENST00000401880,FALSE,Parietal Lobe,Mills et al.,1.5
RP4-710L4.1,ENST00000425230,FALSE,Parietal Lobe,Mills et al.,1.5
RP5-862P8.2,ENST00000366623,FALSE,Parietal Lobe,Mills et al.,1.5
RSPO1,ENST00000401070,FALSE,Parietal Lobe,Mills et al.,1.5
SALL3,ENST00000299466,FALSE,Parietal Lobe,Mills et al.,1.5
SATL1,ENST00000395409,FALSE,Parietal Lobe,Mills et al.,1.5
SLC26A9,ENST00000367135,FALSE,Parietal Lobe,Mills et al.,1.5
SLC38A7,ENST00000219320,FALSE,Parietal Lobe,Mills et al.,1.5
SMAD7,ENST00000262158,FALSE,Parietal Lobe,Mills et al.,1.5
snoU13,ENST00000459447,FALSE,Parietal Lobe,Mills et al.,1.5
SORCS1,ENST00000344440,FALSE,Parietal Lobe,Mills et al.,1.5
ST6GALNAC4,ENST00000335791,FALSE,Parietal Lobe,Mills et al.,1.5
ST8SIA5,ENST00000315087,FALSE,Parietal Lobe,Mills et al.,1.5
TAF5L,ENST00000258281,FALSE,Parietal Lobe,Mills et al.,1.5
TECR,ENST00000215567,FALSE,Parietal Lobe,Mills et al.,1.5
TMEM165,ENST00000508404,FALSE,Parietal Lobe,Mills et al.,1.5
TMEM39B,ENST00000476968,FALSE,Parietal Lobe,Mills et al.,1.5
TOP3B,ENST00000398793,FALSE,Parietal Lobe,Mills et al.,1.5
TRIB2,ENST00000155926,FALSE,Parietal Lobe,Mills et al.,1.5
TRPC5,ENST00000262839,FALSE,Parietal Lobe,Mills et al.,1.5
TSHZ1,ENST00000322038,FALSE,Parietal Lobe,Mills et al.,1.5
TTC3L,ENST00000399586,FALSE,Parietal Lobe,Mills et al.,1.5
TTRAP,ENST00000378198,FALSE,Parietal Lobe,Mills et al.,1.5
ZBTB7A,ENST00000322357,FALSE,Parietal Lobe,Mills et al.,1.5
ZCCHC5,ENST00000321110,FALSE,Parietal Lobe,Mills et al.,1.5
ZNF236,ENST00000320610,FALSE,Parietal Lobe,Mills et al.,1.5
ZNF319,ENST00000299237,FALSE,Parietal Lobe,Mills et al.,1.5
ZNF324,ENST00000196482,FALSE,Parietal Lobe,Mills et al.,1.5
ZNF407,ENST00000309902,FALSE,Parietal Lobe,Mills et al.,1.5
ZNF460,ENST00000360338,FALSE,Parietal Lobe,Mills et al.,1.5
ZNF607,ENST00000355202,FALSE,Parietal Lobe,Mills et al.,1.5
5S_rRNA,ENST00000362722,TRUE,Parietal Lobe,Mills et al.,1.5
ABCC2,ENST00000370449,TRUE,Parietal Lobe,Mills et al.,1.5
AC003088.1,ENST00000435466,TRUE,Parietal Lobe,Mills et al.,1.5
AC004522.1,ENST00000397935,TRUE,Parietal Lobe,Mills et al.,1.5
AC004593.2,ENST00000427230,TRUE,Parietal Lobe,Mills et al.,1.5
AC004593.3,ENST00000446246,TRUE,Parietal Lobe,Mills et al.,1.5
AC005013.5,ENST00000425873,TRUE,Parietal Lobe,Mills et al.,1.5
AC007241.3,ENST00000516630,TRUE,Parietal Lobe,Mills et al.,1.5
AC009965.2,ENST00000411436,TRUE,Parietal Lobe,Mills et al.,1.5
AC010733.4,ENST00000439412,TRUE,Parietal Lobe,Mills et al.,1.5
AC013439.4,ENST00000449965,TRUE,Parietal Lobe,Mills et al.,1.5
AC015818.3,ENST00000379222,TRUE,Parietal Lobe,Mills et al.,1.5
AC021231.2,ENST00000514460,TRUE,Parietal Lobe,Mills et al.,1.5
AC022596.2,ENST00000429445,TRUE,Parietal Lobe,Mills et al.,1.5
AC025164.1,ENST00000501008,TRUE,Parietal Lobe,Mills et al.,1.5
AC039056.1,ENST00000499478,TRUE,Parietal Lobe,Mills et al.,1.5
AC068704.1,ENST00000516229,TRUE,Parietal Lobe,Mills et al.,1.5
AC084082.3,ENST00000520930,TRUE,Parietal Lobe,Mills et al.,1.5
AC090505.4,ENST00000422271,TRUE,Parietal Lobe,Mills et al.,1.5
AC090625.1,ENST00000489564,TRUE,Parietal Lobe,Mills et al.,1.5
AC091062.2,ENST00000514358,TRUE,Parietal Lobe,Mills et al.,1.5
AC091132.1,ENST00000433601,TRUE,Parietal Lobe,Mills et al.,1.5
AC092120.2,ENST00000506843,TRUE,Parietal Lobe,Mills et al.,1.5
AC092667.2,ENST00000434301,TRUE,Parietal Lobe,Mills et al.,1.5
AC093326.3,ENST00000444079,TRUE,Parietal Lobe,Mills et al.,1.5
AC097461.2,ENST00000435391,TRUE,Parietal Lobe,Mills et al.,1.5
AC121338.1,ENST00000380601,TRUE,Parietal Lobe,Mills et al.,1.5
AC124944.5,ENST00000429834,TRUE,Parietal Lobe,Mills et al.,1.5
AC125611.1,ENST00000514443,TRUE,Parietal Lobe,Mills et al.,1.5
AC128709.4,ENST00000445908,TRUE,Parietal Lobe,Mills et al.,1.5
AC133552.2,ENST00000500975,TRUE,Parietal Lobe,Mills et al.,1.5
AC139666.1,ENST00000457079,TRUE,Parietal Lobe,Mills et al.,1.5
AC147651.3,ENST00000452622,TRUE,Parietal Lobe,Mills et al.,1.5
ACOT1,ENST00000311148,TRUE,Parietal Lobe,Mills et al.,1.5
ACOT2,ENST00000238651,TRUE,Parietal Lobe,Mills et al.,1.5
ACTL9,ENST00000324436,TRUE,Parietal Lobe,Mills et al.,1.5
AK7,ENST00000267584,TRUE,Parietal Lobe,Mills et al.,1.5
AL030997.5,ENST00000491197,TRUE,Parietal Lobe,Mills et al.,1.5
AL031123.1,ENST00000501751,TRUE,Parietal Lobe,Mills et al.,1.5
AL035106.1,ENST00000456747,TRUE,Parietal Lobe,Mills et al.,1.5
AL035661.3,ENST00000506743,TRUE,Parietal Lobe,Mills et al.,1.5
AL138955.2,ENST00000499499,TRUE,Parietal Lobe,Mills et al.,1.5
AL353997.3,ENST00000445433,TRUE,Parietal Lobe,Mills et al.,1.5
AL355916.1,ENST00000508827,TRUE,Parietal Lobe,Mills et al.,1.5
AL365356.1,ENST00000495609,TRUE,Parietal Lobe,Mills et al.,1.5
AP001468.58,ENST00000415026,TRUE,Parietal Lobe,Mills et al.,1.5
AP001628.7,ENST00000420273,TRUE,Parietal Lobe,Mills et al.,1.5
AP001999.1,ENST00000513405,TRUE,Parietal Lobe,Mills et al.,1.5
ARHGAP32,ENST00000392657,TRUE,Parietal Lobe,Mills et al.,1.5
ARL14,ENST00000320767,TRUE,Parietal Lobe,Mills et al.,1.5
ARRDC1,ENST00000371421,TRUE,Parietal Lobe,Mills et al.,1.5
ATP10A,ENST00000356865,TRUE,Parietal Lobe,Mills et al.,1.5
ATP2A2,ENST00000395494,TRUE,Parietal Lobe,Mills et al.,1.5
ATP8B3,ENST00000310127,TRUE,Parietal Lobe,Mills et al.,1.5
AZGP1P1,ENST00000425474,TRUE,Parietal Lobe,Mills et al.,1.5
BCL2L1,ENST00000307677,TRUE,Parietal Lobe,Mills et al.,1.5
BFSP1,ENST00000473415,TRUE,Parietal Lobe,Mills et al.,1.5
BMPER,ENST00000448280,TRUE,Parietal Lobe,Mills et al.,1.5
BMS1P7,ENST00000458344,TRUE,Parietal Lobe,Mills et al.,1.5
C16orf74,ENST00000284245,TRUE,Parietal Lobe,Mills et al.,1.5
C16orf85,ENST00000378416,TRUE,Parietal Lobe,Mills et al.,1.5
C1orf138,ENST00000369035,TRUE,Parietal Lobe,Mills et al.,1.5
C21orf130,ENST00000446910,TRUE,Parietal Lobe,Mills et al.,1.5
C7orf11,ENST00000306984,TRUE,Parietal Lobe,Mills et al.,1.5
C8G,ENST00000224181,TRUE,Parietal Lobe,Mills et al.,1.5
C8orf4,ENST00000315792,TRUE,Parietal Lobe,Mills et al.,1.5
C8orf51,ENST00000518049,TRUE,Parietal Lobe,Mills et al.,1.5
C9orf141,ENST00000371629,TRUE,Parietal Lobe,Mills et al.,1.5
CCDC15,ENST00000344762,TRUE,Parietal Lobe,Mills et al.,1.5
CCR7,ENST00000246657,TRUE,Parietal Lobe,Mills et al.,1.5
CD300C,ENST00000330793,TRUE,Parietal Lobe,Mills et al.,1.5
CDH4,ENST00000360469,TRUE,Parietal Lobe,Mills et al.,1.5
CH25H,ENST00000371852,TRUE,Parietal Lobe,Mills et al.,1.5
CNPY3,ENST00000394142,TRUE,Parietal Lobe,Mills et al.,1.5
COL17A1,ENST00000369733,TRUE,Parietal Lobe,Mills et al.,1.5
COL24A1,ENST00000436319,TRUE,Parietal Lobe,Mills et al.,1.5
CORO2A,ENST00000343933,TRUE,Parietal Lobe,Mills et al.,1.5
CORO2B,ENST00000261861,TRUE,Parietal Lobe,Mills et al.,1.5
CORO6,ENST00000345068,TRUE,Parietal Lobe,Mills et al.,1.5
CTA-833B7.2,ENST00000330602,TRUE,Parietal Lobe,Mills et al.,1.5
CTC-458A3.1,ENST00000479066,TRUE,Parietal Lobe,Mills et al.,1.5
CTD-2031P19.3,ENST00000500093,TRUE,Parietal Lobe,Mills et al.,1.5
CTD-2083E4.6,ENST00000512642,TRUE,Parietal Lobe,Mills et al.,1.5
CTD-2384B11.2,ENST00000507514,TRUE,Parietal Lobe,Mills et al.,1.5
CXorf24,ENST00000357412,TRUE,Parietal Lobe,Mills et al.,1.5
DLL4,ENST00000249749,TRUE,Parietal Lobe,Mills et al.,1.5
DNAJC17,ENST00000220496,TRUE,Parietal Lobe,Mills et al.,1.5
DSTN,ENST00000246069,TRUE,Parietal Lobe,Mills et al.,1.5
EEFSEC,ENST00000254730,TRUE,Parietal Lobe,Mills et al.,1.5
EVL,ENST00000402714,TRUE,Parietal Lobe,Mills et al.,1.5
FAM105A,ENST00000274217,TRUE,Parietal Lobe,Mills et al.,1.5
FAM125B,ENST00000361171,TRUE,Parietal Lobe,Mills et al.,1.5
FJX1,ENST00000317811,TRUE,Parietal Lobe,Mills et al.,1.5
FLT1,ENST00000282397,TRUE,Parietal Lobe,Mills et al.,1.5
FRK,ENST00000368626,TRUE,Parietal Lobe,Mills et al.,1.5
GINS2,ENST00000253462,TRUE,Parietal Lobe,Mills et al.,1.5
H3F3B,ENST00000254810,TRUE,Parietal Lobe,Mills et al.,1.5
HCG27,ENST00000383331,TRUE,Parietal Lobe,Mills et al.,1.5
HIST1H1D,ENST00000244534,TRUE,Parietal Lobe,Mills et al.,1.5
HOXB3,ENST00000311626,TRUE,Parietal Lobe,Mills et al.,1.5
hsa-mir-936,ENST00000401264,TRUE,Parietal Lobe,Mills et al.,1.5
HSD17B1P1,ENST00000442612,TRUE,Parietal Lobe,Mills et al.,1.5
HSD17B2,ENST00000199936,TRUE,Parietal Lobe,Mills et al.,1.5
HSPA6,ENST00000309758,TRUE,Parietal Lobe,Mills et al.,1.5
IL20RA,ENST00000316649,TRUE,Parietal Lobe,Mills et al.,1.5
KB-1980E6.3,ENST00000519630,TRUE,Parietal Lobe,Mills et al.,1.5
KIAA0664P1,ENST00000435012,TRUE,Parietal Lobe,Mills et al.,1.5
KIAA0664P2,ENST00000426660,TRUE,Parietal Lobe,Mills et al.,1.5
KRT35,ENST00000246639,TRUE,Parietal Lobe,Mills et al.,1.5
KRT37,ENST00000225550,TRUE,Parietal Lobe,Mills et al.,1.5
KRT4,ENST00000458244,TRUE,Parietal Lobe,Mills et al.,1.5
KRT8,ENST00000293308,TRUE,Parietal Lobe,Mills et al.,1.5
LETMD1,ENST00000418425,TRUE,Parietal Lobe,Mills et al.,1.5
LHX1,ENST00000411481,TRUE,Parietal Lobe,Mills et al.,1.5
LRRC26,ENST00000371542,TRUE,Parietal Lobe,Mills et al.,1.5
MAPKAPK2,ENST00000479009,TRUE,Parietal Lobe,Mills et al.,1.5
MED30,ENST00000297347,TRUE,Parietal Lobe,Mills et al.,1.5
MED9,ENST00000268711,TRUE,Parietal Lobe,Mills et al.,1.5
MEIG1,ENST00000477770,TRUE,Parietal Lobe,Mills et al.,1.5
MIPOL1,ENST00000327441,TRUE,Parietal Lobe,Mills et al.,1.5
MRPL49,ENST00000279242,TRUE,Parietal Lobe,Mills et al.,1.5
MTMR12,ENST00000504049,TRUE,Parietal Lobe,Mills et al.,1.5
MYO1G,ENST00000258787,TRUE,Parietal Lobe,Mills et al.,1.5
NACA,ENST00000450688,TRUE,Parietal Lobe,Mills et al.,1.5
NANOG,ENST00000229307,TRUE,Parietal Lobe,Mills et al.,1.5
NANOGP1,ENST00000316043,TRUE,Parietal Lobe,Mills et al.,1.5
NCRNA00160,ENST00000430635,TRUE,Parietal Lobe,Mills et al.,1.5
NCRNA00169,ENST00000338573,TRUE,Parietal Lobe,Mills et al.,1.5
NEK2P2,ENST00000438441,TRUE,Parietal Lobe,Mills et al.,1.5
NFIB,ENST00000380959,TRUE,Parietal Lobe,Mills et al.,1.5
NUDT3,ENST00000358797,TRUE,Parietal Lobe,Mills et al.,1.5
OLFML3,ENST00000369551,TRUE,Parietal Lobe,Mills et al.,1.5
OTOR,ENST00000486129,TRUE,Parietal Lobe,Mills et al.,1.5
PAG1,ENST00000523463,TRUE,Parietal Lobe,Mills et al.,1.5
PNMAL2,ENST00000377655,TRUE,Parietal Lobe,Mills et al.,1.5
PNPO,ENST00000434554,TRUE,Parietal Lobe,Mills et al.,1.5
PRKCH,ENST00000332981,TRUE,Parietal Lobe,Mills et al.,1.5
PRSS27,ENST00000302641,TRUE,Parietal Lobe,Mills et al.,1.5
RAB11FIP1,ENST00000287263,TRUE,Parietal Lobe,Mills et al.,1.5
RAB21,ENST00000261263,TRUE,Parietal Lobe,Mills et al.,1.5
RAC1,ENST00000348035,TRUE,Parietal Lobe,Mills et al.,1.5
RFFL,ENST00000315249,TRUE,Parietal Lobe,Mills et al.,1.5
RIMS1,ENST00000370419,TRUE,Parietal Lobe,Mills et al.,1.5
RNF144B,ENST00000429054,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-1112C15.2,ENST00000518750,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-112J3.16,ENST00000431981,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-117P22.1,ENST00000449712,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-150O12.1,ENST00000522718,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-150O12.3,ENST00000522471,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-150O12.4,ENST00000517714,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-158A8.1,ENST00000426840,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-164N7.1,ENST00000506185,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-199F6.8,ENST00000426859,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-20J15.2,ENST00000437014,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-215G15.2,ENST00000506792,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-229P13.2,ENST00000395082,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-284P20.3,ENST00000442260,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-29B11.4,ENST00000424456,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-315J22.3,ENST00000422946,TRUE,Parietal Lobe,Mills et al.,1.5
RP1-131F15.2,ENST00000455305,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-323C15.2,ENST00000414085,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-346D6.5,ENST00000456373,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-367J11.2,ENST00000500031,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-398F12.1,ENST00000421538,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-403I13.4,ENST00000325963,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-431K24.1,ENST00000445300,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-431K24.2,ENST00000453364,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-439C15.2,ENST00000518539,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-467I20.5,ENST00000442611,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-503C24.3,ENST00000434596,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-50E11.2,ENST00000437111,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-513G11.3,ENST00000455821,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-528A10.2,ENST00000404856,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-539E17.4,ENST00000523330,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-539L10.2,ENST00000499502,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-570K4.1,ENST00000438818,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-613E4.3,ENST00000450062,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-701P16.2,ENST00000508020,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-791I24.4,ENST00000492937,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-83J21.3,ENST00000421067,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-84A19.2,ENST00000453837,TRUE,Parietal Lobe,Mills et al.,1.5
RP11-8J9.6,ENST00000413093,TRUE,Parietal Lobe,Mills et al.,1.5
RP1-199J3.3,ENST00000452647,TRUE,Parietal Lobe,Mills et al.,1.5
RP13-143G15.4,ENST00000417643,TRUE,Parietal Lobe,Mills et al.,1.5
RP13-547K6.1,ENST00000439890,TRUE,Parietal Lobe,Mills et al.,1.5
RP1-40E16.2,ENST00000433761,TRUE,Parietal Lobe,Mills et al.,1.5
RP5-1189K21.1,ENST00000446251,TRUE,Parietal Lobe,Mills et al.,1.5
RP5-827A12.2,ENST00000400354,TRUE,Parietal Lobe,Mills et al.,1.5
RP5-942I16.1,ENST00000436600,TRUE,Parietal Lobe,Mills et al.,1.5
RPL23A,ENST00000422514,TRUE,Parietal Lobe,Mills et al.,1.5
S100A10,ENST00000368811,TRUE,Parietal Lobe,Mills et al.,1.5
SNORD42,ENST00000458893,TRUE,Parietal Lobe,Mills et al.,1.5
SNRPN,ENST00000400098,TRUE,Parietal Lobe,Mills et al.,1.5
SPON1,ENST00000310358,TRUE,Parietal Lobe,Mills et al.,1.5
SPRYD3,ENST00000301463,TRUE,Parietal Lobe,Mills et al.,1.5
SUFU,ENST00000369902,TRUE,Parietal Lobe,Mills et al.,1.5
THBS1,ENST00000260356,TRUE,Parietal Lobe,Mills et al.,1.5
TIMM22,ENST00000327158,TRUE,Parietal Lobe,Mills et al.,1.5
TMEM49,ENST00000262291,TRUE,Parietal Lobe,Mills et al.,1.5
TUBA3E,ENST00000312988,TRUE,Parietal Lobe,Mills et al.,1.5
U2,ENST00000410144,TRUE,Parietal Lobe,Mills et al.,1.5
U3,ENST00000408117,TRUE,Parietal Lobe,Mills et al.,1.5
U6,ENST00000516724,TRUE,Parietal Lobe,Mills et al.,1.5
UBASH3B,ENST00000284273,TRUE,Parietal Lobe,Mills et al.,1.5
UNC93B1,ENST00000227471,TRUE,Parietal Lobe,Mills et al.,1.5
VCPIP1,ENST00000519216,TRUE,Parietal Lobe,Mills et al.,1.5
VMAC,ENST00000339485,TRUE,Parietal Lobe,Mills et al.,1.5
VPS37B,ENST00000267202,TRUE,Parietal Lobe,Mills et al.,1.5
WDR45L,ENST00000392325,TRUE,Parietal Lobe,Mills et al.,1.5
Y_RNA,ENST00000384290,TRUE,Parietal Lobe,Mills et al.,1.5
ZFYVE21,ENST00000311141,TRUE,Parietal Lobe,Mills et al.,1.5
ZNF287,ENST00000395824,TRUE,Parietal Lobe,Mills et al.,1.5
C17orf102,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
ADCYAP1,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
AP003393.1,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
CRH,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
CHML,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
TMEM107,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
IQGAP3,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
SST,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
PCYOX1L,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
RPGRIP1L,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
BRWD1,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
GPRASP1,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
DYNC2LI1,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
ADAT2,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
LCLAT1,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
TRPC1,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
VGF,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
AC008780.2,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
MAP4K3-DT,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
GSTA4,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
OLFM4,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
CHP1,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
PPP1R2,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
ANKRD18DP,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
DNAJC19,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
PPEF1,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
TMEM14B,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
CEP83,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
CHCHD7,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
ZNF334,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
MRPL30,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
TASP1,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
LETMD1,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
PNOC,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
EID2B,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
EEF1AKMT2,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
ZNF441,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
SPCS1,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
CCDC113,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
HMGN2,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
NAT16,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
C5orf22,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
FAM49B,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
ARSG,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
PENK,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
AP4B1,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
GPCPD1,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
NUDT21,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
LINC02458,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
C16orf58,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
PCSK1,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
PFN2,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
AC105345.1,NA,FALSE,Frontal Lobe (Dorsolateral pre-frontal cortex),Panitch et al.,1.8
