chr	gene_id	gene_symbol	P-value	Zscore	Direction	regulation	heterogeneity_I_squared	heterogeneity_Chi_squared	heterogeneity_degrees_of_freedom_squared	heterogeneity_P-value
12	ENSG00000243024	AC012158.1	0.275	1.092	-++	Not differentially expressed	57.4	4.694	2	0.09564
9	ENSG00000277297	ATP5F1AP10	0.9515	-0.061	++-	Not differentially expressed	38.8	3.267	2	0.1953
6	ENSG00000146221	TCTE1	0.1056	-1.618	---	Not differentially expressed	0.0	0.399	2	0.8193
5	ENSG00000091010	POU4F3	0.9701	0.037	00+	Not differentially expressed	0.0	0.002	2	0.9992
5	ENSG00000238254	AC008496.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
11	ENSG00000270775	AP000436.1	0.6061	0.516	00+	Not differentially expressed	0.0	0.304	2	0.8592
14	ENSG00000211895	IGHA1	0.9884	-0.015	00-	Not differentially expressed	0.0	0.0	2	0.9999
15	ENSG00000167178	ISLR2	0.471	-0.721	---	Not differentially expressed	0.0	0.449	2	0.7991
3	ENSG00000241723	AC074276.1	0.6971	0.389	0+0	Not differentially expressed	0.0	0.425	2	0.8087
17	ENSG00000264245	AC233702.3	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
18	ENSG00000267127	AC090360.1	0.8017	0.251	++-	Not differentially expressed	74.6	7.861	2	0.01964
X	ENSG00000165259	HDX	0.006479	-2.723	---	Not differentially expressed	0.0	1.791	2	0.4084
18	ENSG00000243516	RPL12P40	0.8513	0.187	-+0	Not differentially expressed	0.0	1.453	2	0.4835
19	ENSG00000126267	COX6B1	0.005527	-2.775	---	Not differentially expressed	0.0	1.83	2	0.4006
1	ENSG00000143476	DTL	0.5553	-0.59	0+-	Not differentially expressed	0.0	0.853	2	0.6528
2	ENSG00000218682	AC064847.1	0.4549	0.747	0++	Not differentially expressed	0.0	0.918	2	0.6319
1	ENSG00000168653	NDUFS5	0.005107	-2.8	---	Not differentially expressed	0.0	1.284	2	0.5263
14	ENSG00000258423	OR7E105P	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
8	ENSG00000179526	SHARPIN	0.03813	2.073	+++	Not differentially expressed	0.0	1.067	2	0.5865
8	ENSG00000206034	DEFB109B	0.7635	0.301	0+0	Not differentially expressed	0.0	0.254	2	0.8809
6	ENSG00000213183	RPS7P8	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
2	ENSG00000227557	MTND3P9	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
9	ENSG00000231967	AL135786.1	0.8686	0.165	0-+	Not differentially expressed	19.0	2.469	2	0.2909
8	ENSG00000076554	TPD52	0.005114	-2.8	---	Not differentially expressed	0.0	0.065	2	0.968
19	ENSG00000282416	AC092299.1	0.6865	0.404	0-+	Not differentially expressed	0.0	0.335	2	0.8456
17	ENSG00000007312	CD79B	0.03606	2.096	0++	Not differentially expressed	0.0	1.65	2	0.4382
X	ENSG00000274274	GAGE13	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
12	ENSG00000284522	AC006927.3	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
10	ENSG00000122958	VPS26A	0.7957	-0.259	--+	Not differentially expressed	0.0	0.728	2	0.695
4	ENSG00000131127	ZNF141	0.6632	0.435	-+-	Not differentially expressed	56.3	4.574	2	0.1016
11	ENSG00000165970	SLC6A5	0.02962	-2.175	---	Not differentially expressed	0.0	0.205	2	0.9028
11	ENSG00000185475	TMEM179B	0.2527	1.144	+-+	Not differentially expressed	0.0	0.553	2	0.7583
19	ENSG00000254415	SIGLEC14	0.08191	1.74	+++	Not differentially expressed	0.0	0.126	2	0.9388
9	ENSG00000107099	DOCK8	0.005446	2.779	+++	Not differentially expressed	0.0	1.139	2	0.5659
16	ENSG00000262107	MTND6P33	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
2	ENSG00000227597	WASF1P1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
10	ENSG00000148798	INA	0.02607	-2.225	---	Not differentially expressed	0.0	1.721	2	0.4229
18	ENSG00000266373	AP002472.1	0.8051	0.247	0+-	Not differentially expressed	0.0	0.393	2	0.8215
2	ENSG00000213236	YWHAZP2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
17	ENSG00000184502	GAST	0.666	0.432	00+	Not differentially expressed	0.0	0.213	2	0.8991
1	ENSG00000117450	PRDX1	0.6273	-0.485	--+	Not differentially expressed	53.4	4.29	2	0.1171
17	ENSG00000129667	RHBDF2	0.001008	3.288	+++	Not differentially expressed	6.2	2.131	2	0.3445
3	ENSG00000170011	MYRIP	0.6978	-0.388	--+	Not differentially expressed	62.7	5.356	2	0.06869
1	ENSG00000265808	SEC22B	0.4255	-0.797	---	Not differentially expressed	0.0	0.266	2	0.8755
X	ENSG00000237708	AL139397.2	0.7796	-0.28	00-	Not differentially expressed	0.0	0.089	2	0.9563
5	ENSG00000240729	AC146507.2	0.1081	1.607	+++	Not differentially expressed	28.8	2.809	2	0.2455
2	ENSG00000271443	AC011247.3	0.664	-0.434	0--	Not differentially expressed	0.0	0.128	2	0.9378
Y	ENSG00000099725	PRKY	0.3981	-0.845	---	Not differentially expressed	0.0	0.36	2	0.8352
7	ENSG00000250756	AC018645.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
6	ENSG00000146360	GPR6	0.3152	-1.004	-+-	Not differentially expressed	19.1	2.471	2	0.2907
19	ENSG00000129455	KLK8	0.666	0.432	00+	Not differentially expressed	0.0	0.213	2	0.8991
1	ENSG00000196581	AJAP1	0.1415	-1.47	---	Not differentially expressed	0.0	0.629	2	0.73
3	ENSG00000181631	P2RY13	0.5068	0.664	-++	Not differentially expressed	0.0	1.289	2	0.525
1	ENSG00000226084	AC113935.1	0.7942	-0.261	0+-	Not differentially expressed	0.0	0.57	2	0.7521
2	ENSG00000172554	SNTG2	0.09255	-1.682	--+	Not differentially expressed	57.5	4.707	2	0.09505
13	ENSG00000214263	RPSAP53	0.3542	0.926	0++	Not differentially expressed	0.0	1.23	2	0.5406
14	ENSG00000151322	NPAS3	0.1785	1.345	+++	Not differentially expressed	0.0	0.124	2	0.94
2	ENSG00000188282	RUFY4	0.5702	-0.568	0--	Not differentially expressed	0.0	0.188	2	0.9102
12	ENSG00000257570	AC020612.2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
19	ENSG00000180448	ARHGAP45	0.008862	2.617	+++	Not differentially expressed	22.4	2.579	2	0.2754
14	ENSG00000241494	AL355032.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
16	ENSG00000243697	AC009108.1	0.0937	1.676	0++	Not differentially expressed	0.0	1.201	2	0.5487
6	ENSG00000181315	ZNF322	0.8006	0.253	-++	Not differentially expressed	66.7	6.004	2	0.04968
10	ENSG00000062650	WAPL	0.0498	1.962	-++	Not differentially expressed	0.0	1.946	2	0.3779
19	ENSG00000270804	AC010326.4	0.1737	1.36	+++	Not differentially expressed	0.0	0.851	2	0.6533
11	ENSG00000255860	AP000812.2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
6	ENSG00000131023	LATS1	0.2061	1.264	+++	Not differentially expressed	31.4	2.916	2	0.2327
11	ENSG00000254843	XIAPP2	0.2387	1.178	+++	Not differentially expressed	0.0	0.337	2	0.8451
6	ENSG00000284688	AL121936.2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
Y	ENSG00000271309	AC140113.2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
1	ENSG00000162688	AGL	0.019	-2.346	---	Not differentially expressed	0.0	1.771	2	0.4126
3	ENSG00000172936	MYD88	0.02684	2.214	+++	Not differentially expressed	0.0	1.539	2	0.4631
2	ENSG00000144306	SCRN3	0.00177	-3.126	---	Not differentially expressed	0.0	1.218	2	0.5438
6	ENSG00000164691	TAGAP	0.1789	-1.344	-+-	Not differentially expressed	1.5	2.031	2	0.3622
4	ENSG00000228981	AC097658.1	0.01548	2.421	+++	Not differentially expressed	14.3	2.335	2	0.3112
9	ENSG00000107164	FUBP3	0.576	0.559	++-	Not differentially expressed	0.0	0.328	2	0.8486
16	ENSG00000066654	THUMPD1	0.2242	-1.215	+--	Not differentially expressed	0.0	1.007	2	0.6043
4	ENSG00000127418	FGFRL1	0.001972	3.094	+++	Not differentially expressed	0.0	0.739	2	0.6911
12	ENSG00000285142	AC006927.5	0.3745	-0.888	00-	Not differentially expressed	0.0	0.9	2	0.6375
5	ENSG00000184347	SLIT3	0.1907	-1.308	+--	Not differentially expressed	68.0	6.241	2	0.04413
8	ENSG00000155897	ADCY8	0.2818	1.076	+++	Not differentially expressed	0.0	0.21	2	0.9002
5	ENSG00000112964	GHR	0.2235	1.217	+++	Not differentially expressed	0.0	1.439	2	0.4869
8	ENSG00000253383	AC100784.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
14	ENSG00000140025	EFCAB11	0.4844	0.699	++-	Not differentially expressed	0.0	0.605	2	0.7389
17	ENSG00000278053	DDX52	0.9796	0.026	-++	Not differentially expressed	0.0	1.57	2	0.456
3	ENSG00000163530	DPPA2	0.9173	-0.104	0+-	Not differentially expressed	0.0	0.414	2	0.8131
12	ENSG00000258359	PCNPP1	0.3991	0.843	++-	Not differentially expressed	0.0	1.382	2	0.501
8	ENSG00000277586	NEFL	0.0304	-2.165	---	Not differentially expressed	0.0	1.474	2	0.4786
1	ENSG00000197780	TAF13	0.6497	-0.454	+--	Not differentially expressed	44.2	3.584	2	0.1666
10	ENSG00000151640	DPYSL4	0.5068	-0.664	+--	Not differentially expressed	0.0	0.814	2	0.6656
19	ENSG00000170923	OR7G2	0.08084	1.746	+++	Not differentially expressed	0.0	1.149	2	0.5629
12	ENSG00000111262	KCNA1	0.4529	-0.751	--+	Not differentially expressed	63.0	5.402	2	0.06713
1	ENSG00000234041	AL512326.3	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
13	ENSG00000136155	SCEL	0.6286	0.484	0++	Not differentially expressed	0.0	0.174	2	0.9165
16	ENSG00000140830	TXNL4B	0.425	-0.798	+--	Not differentially expressed	0.0	1.72	2	0.4232
22	ENSG00000237948	MTATP6P20	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
10	ENSG00000107859	PITX3	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
1	ENSG00000116667	C1orf21	0.1832	-1.331	--+	Not differentially expressed	64.5	5.629	2	0.05994
3	ENSG00000113889	KNG1	0.0877	-1.708	---	Not differentially expressed	0.0	1.278	2	0.5279
17	ENSG00000092931	MFSD11	0.6367	0.472	-++	Not differentially expressed	8.6	2.187	2	0.335
6	ENSG00000165097	KDM1B	0.01564	2.417	+++	Not differentially expressed	0.0	1.507	2	0.4708
4	ENSG00000121895	TMEM156	0.09047	1.693	+++	Not differentially expressed	43.1	3.512	2	0.1727
1	ENSG00000215867	KRT18P57	0.1054	1.619	+++	Not differentially expressed	1.5	2.03	2	0.3624
14	ENSG00000211976	IGHV3-73	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
X	ENSG00000186787	SPIN2B	0.002991	-2.969	---	Not differentially expressed	0.0	0.176	2	0.9155
16	ENSG00000153048	CARHSP1	5.426e-07	5.011	+++	Not differentially expressed	72.4	7.25	2	0.02665
20	ENSG00000101464	PIGU	0.5532	0.593	+--	Not differentially expressed	34.5	3.054	2	0.2172
10	ENSG00000095627	TDRD1	0.1063	-1.615	---	Not differentially expressed	0.0	0.282	2	0.8684
12	ENSG00000196510	ANAPC7	0.01072	-2.552	---	Not differentially expressed	0.0	0.031	2	0.9844
13	ENSG00000236339	POM121L13P	0.6638	0.435	0+-	Not differentially expressed	0.0	0.753	2	0.6863
5	ENSG00000270839	AC091393.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
2	ENSG00000115514	TXNDC9	0.003123	-2.955	---	Not differentially expressed	0.0	1.055	2	0.59
19	ENSG00000167766	ZNF83	0.121	1.551	+++	Not differentially expressed	37.4	3.193	2	0.2026
10	ENSG00000225192	ZNF33BP1	0.8052	0.247	-++	Not differentially expressed	0.0	1.367	2	0.5049
22	ENSG00000100387	RBX1	0.06559	-1.841	---	Not differentially expressed	32.9	2.98	2	0.2253
4	ENSG00000151466	SCLT1	0.9076	-0.116	-+-	Not differentially expressed	0.0	0.751	2	0.687
1	ENSG00000231020	AL591043.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
12	ENSG00000170627	GTSF1	0.3841	0.87	-+-	Not differentially expressed	35.8	3.116	2	0.2105
2	ENSG00000151379	MSGN1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
16	ENSG00000282946	AC018558.5	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
3	ENSG00000152952	PLOD2	0.06856	1.821	+++	Not differentially expressed	0.0	0.793	2	0.6727
7	ENSG00000160917	CPSF4	0.4638	-0.733	-+-	Not differentially expressed	0.0	0.6	2	0.7407
2	ENSG00000258881	AC007040.2	0.4479	0.759	++-	Not differentially expressed	0.0	0.788	2	0.6744
14	ENSG00000165506	DNAAF2	0.1187	-1.56	---	Not differentially expressed	9.8	2.218	2	0.3299
11	ENSG00000110090	CPT1A	0.0208	2.312	+++	Not differentially expressed	0.0	0.446	2	0.8002
8	ENSG00000165078	CPA6	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
6	ENSG00000112541	PDE10A	3.447e-06	-4.642	---	Not differentially expressed	0.0	1.143	2	0.5646
16	ENSG00000102921	N4BP1	0.4724	0.719	--+	Not differentially expressed	0.0	1.482	2	0.4765
9	ENSG00000107341	UBE2R2	0.4141	0.817	+-+	Not differentially expressed	39.9	3.33	2	0.1892
5	ENSG00000204967	PCDHA4	0.09926	1.648	+++	Not differentially expressed	0.0	1.957	2	0.3759
4	ENSG00000145416	MARCH1	0.7499	-0.319	-+-	Not differentially expressed	0.0	0.604	2	0.7395
Y	ENSG00000225840	AC010970.1	6.872e-07	-4.965	+-+	Not differentially expressed	98.5	132.549	2	1.6489999999999998e-29
3	ENSG00000237483	RPS27AP8	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
20	ENSG00000254806	SYS1-DBNDD2	0.0003357	-3.586	---	Not differentially expressed	0.0	1.413	2	0.4933
13	ENSG00000102606	ARHGEF7	0.09493	-1.67	---	Not differentially expressed	0.0	1.464	2	0.4809
6	ENSG00000226068	HNRNPA3P4	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
9	ENSG00000171102	OBP2B	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
21	ENSG00000279728	CU638689.2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
X	ENSG00000102021	LUZP4	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
1	ENSG00000171608	PIK3CD	0.0008561	3.334	+++	Not differentially expressed	0.0	0.857	2	0.6515
4	ENSG00000150471	ADGRL3	0.01751	-2.376	---	Not differentially expressed	14.0	2.325	2	0.3127
11	ENSG00000148925	BTBD10	1.359e-05	-4.35	---	Not differentially expressed	0.0	0.179	2	0.9142
8	ENSG00000078579	FGF20	0.9279	-0.09	-++	Not differentially expressed	23.1	2.601	2	0.2724
22	ENSG00000234353	AP000346.2	0.08444	1.725	+++	Not differentially expressed	0.0	0.504	2	0.7772
4	ENSG00000188981	MSANTD1	0.1167	-1.569	-+-	Not differentially expressed	58.8	4.851	2	0.08844
10	ENSG00000235679	AL161651.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
5	ENSG00000285891	AC113348.1	0.1887	1.314	0++	Not differentially expressed	0.0	1.518	2	0.4681
5	ENSG00000176087	SLC35A4	0.03939	2.06	+-+	Not differentially expressed	31.6	2.923	2	0.2318
1	ENSG00000223982	SNRPD2P2	0.7256	0.351	00+	Not differentially expressed	0.0	0.141	2	0.9321
3	ENSG00000064225	ST3GAL6	0.04693	1.987	+++	Not differentially expressed	0.0	1.262	2	0.5321
2	ENSG00000115977	AAK1	0.911	-0.112	+-+	Not differentially expressed	0.0	0.735	2	0.6923
10	ENSG00000075826	SEC31B	0.7833	0.275	++-	Not differentially expressed	0.0	0.733	2	0.6931
4	ENSG00000271278	ELOCP33	0.6641	0.434	+++	Not differentially expressed	0.0	0.23	2	0.8914
11	ENSG00000254735	HMGB1P42	0.8662	0.168	00+	Not differentially expressed	0.0	0.032	2	0.9839
17	ENSG00000132383	RPA1	0.9258	-0.093	+--	Not differentially expressed	37.6	3.206	2	0.2013
7	ENSG00000214869	TPM3P4	0.8826	0.148	00+	Not differentially expressed	0.0	0.025	2	0.9876
17	ENSG00000266501	AC025198.1	0.02494	2.242	0++	Not differentially expressed	4.5	2.095	2	0.3508
1	ENSG00000162641	AKNAD1	8.027e-05	3.944	+++	Not differentially expressed	27.6	2.762	2	0.2513
5	ENSG00000062194	GPBP1	0.5985	-0.527	---	Not differentially expressed	0.0	0.32	2	0.8522
11	ENSG00000175544	CABP4	0.2431	1.167	+++	Not differentially expressed	0.0	0.243	2	0.8854
7	ENSG00000234639	AC009263.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
17	ENSG00000065320	NTN1	0.004194	2.863	+++	Not differentially expressed	0.0	0.298	2	0.8616
8	ENSG00000254358	CYCSP22	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
X	ENSG00000183918	SH2D1A	0.0434	2.02	0++	Not differentially expressed	0.0	1.678	2	0.432
1	ENSG00000142606	MMEL1	0.2748	1.092	0++	Not differentially expressed	0.0	1.267	2	0.5308
12	ENSG00000166532	RIMKLB	0.00366	2.906	+++	Not differentially expressed	0.0	0.804	2	0.669
2	ENSG00000224159	HMGB1P9	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
19	ENSG00000171236	LRG1	0.1168	1.568	+++	Not differentially expressed	0.0	0.946	2	0.6232
22	ENSG00000183741	CBX6	0.1489	-1.443	+--	Not differentially expressed	51.3	4.109	2	0.1281
7	ENSG00000271664	AC004890.3	0.3193	0.996	++-	Not differentially expressed	43.9	3.564	2	0.1683
17	ENSG00000125457	MIF4GD	0.0001164	3.854	+++	Not differentially expressed	0.0	1.607	2	0.4477
17	ENSG00000180329	CCDC43	0.0005093	-3.476	---	Not differentially expressed	0.0	0.335	2	0.8458
5	ENSG00000169194	IL13	0.2404	-1.174	00-	Not differentially expressed	0.0	1.573	2	0.4553
17	ENSG00000161654	LSM12	0.9341	-0.083	+-+	Not differentially expressed	60.3	5.033	2	0.08074
3	ENSG00000163888	CAMK2N2	0.9042	0.12	+--	Not differentially expressed	61.7	5.224	2	0.07339
1	ENSG00000162702	ZNF281	0.5126	-0.655	-+-	Not differentially expressed	0.0	1.255	2	0.5339
20	ENSG00000131067	GGT7	0.01122	-2.536	---	Not differentially expressed	0.0	0.882	2	0.6434
14	ENSG00000186469	GNG2	0.0005755	-3.443	---	Not differentially expressed	0.0	0.432	2	0.8059
19	ENSG00000161652	IZUMO2	0.518	0.646	++-	Not differentially expressed	0.0	1.492	2	0.4742
1	ENSG00000173726	TOMM20	0.002709	-2.999	---	Not differentially expressed	0.0	1.246	2	0.5362
19	ENSG00000249115	HAUS5	0.0008735	3.328	+++	Not differentially expressed	0.0	0.043	2	0.9789
4	ENSG00000169851	PCDH7	0.00372	-2.901	---	Not differentially expressed	0.0	0.308	2	0.8572
11	ENSG00000185085	INTS5	0.2207	-1.225	+--	Not differentially expressed	0.0	1.308	2	0.5199
11	ENSG00000255006	ELOCP22	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
2	ENSG00000271115	AC010738.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
X	ENSG00000232054	NPM1P34	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
8	ENSG00000270980	AC060764.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
13	ENSG00000233873	RPL7P44	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
9	ENSG00000119440	LCN1P1	0.8929	-0.135	00-	Not differentially expressed	0.0	0.021	2	0.9897
3	ENSG00000273291	AC092042.3	0.644	-0.462	-+-	Not differentially expressed	0.0	0.379	2	0.8273
3	ENSG00000113924	HGD	0.5817	-0.551	0--	Not differentially expressed	0.0	0.27	2	0.8736
14	ENSG00000100575	TIMM9	0.2608	-1.124	+--	Not differentially expressed	0.0	1.515	2	0.4688
19	ENSG00000160396	HIPK4	0.002099	-3.076	+--	Not differentially expressed	49.9	3.989	2	0.1361
1	ENSG00000174876	AMY1B	0.4229	-0.801	0--	Not differentially expressed	0.0	0.258	2	0.879
15	ENSG00000259388	AC025040.2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
19	ENSG00000167674	HDGFL2	0.6998	0.386	+--	Not differentially expressed	18.5	2.453	2	0.2934
22	ENSG00000271275	AC007326.1	0.6927	-0.395	-+-	Not differentially expressed	0.0	0.676	2	0.713
10	ENSG00000270874	RPAP2P1	0.4432	0.767	-+0	Not differentially expressed	23.7	2.621	2	0.2697
21	ENSG00000279493	FP565260.4	0.9978	-0.003	00-	Not differentially expressed	0.0	0.0	2	1.0
17	ENSG00000108947	EFNB3	0.0002915	-3.623	+--	Not differentially expressed	64.9	5.702	2	0.05779
5	ENSG00000254328	AC008429.4	0.8399	0.202	0+0	Not differentially expressed	0.0	0.114	2	0.9444
4	ENSG00000138768	USO1	0.02627	-2.222	---	Not differentially expressed	0.0	0.076	2	0.9626
11	ENSG00000255391	AP003497.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
3	ENSG00000132170	PPARG	0.4188	0.808	+++	Not differentially expressed	0.0	0.34	2	0.8436
8	ENSG00000160959	LRRC14	0.4734	-0.717	---	Not differentially expressed	0.0	0.101	2	0.9508
8	ENSG00000168615	ADAM9	0.1204	-1.553	---	Not differentially expressed	0.0	0.199	2	0.9054
9	ENSG00000107036	RIC1	0.9139	-0.108	-+-	Not differentially expressed	0.0	1.708	2	0.4258
13	ENSG00000023516	AKAP11	0.003581	-2.913	---	Not differentially expressed	0.0	0.193	2	0.908
X	ENSG00000147231	CXorf57	0.6733	-0.422	-++	Not differentially expressed	0.0	2.0	2	0.3679
2	ENSG00000234189	AC099799.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
2	ENSG00000204311	PJVK	0.3015	-1.033	-+-	Not differentially expressed	37.5	3.2	2	0.2019
1	ENSG00000266094	RASSF5	0.02243	-2.283	---	Not differentially expressed	0.0	1.37	2	0.5041
8	ENSG00000204882	GPR20	0.9545	0.057	0+-	Not differentially expressed	0.0	1.2	2	0.5489
12	ENSG00000139718	SETD1B	0.2104	1.252	++-	Not differentially expressed	37.9	3.218	2	0.2001
2	ENSG00000055044	NOP58	0.224	-1.216	---	Not differentially expressed	0.0	1.532	2	0.4648
X	ENSG00000168939	SPRY3	0.6459	0.459	-++	Not differentially expressed	0.0	0.322	2	0.8514
7	ENSG00000266265	KLF14	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
15	ENSG00000134160	TRPM1	0.5379	0.616	0++	Not differentially expressed	0.0	0.351	2	0.839
16	ENSG00000233732	IGHV3OR16-10	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
21	ENSG00000176054	RPL23P2	0.4645	-0.731	0--	Not differentially expressed	0.0	0.505	2	0.7769
19	ENSG00000130612	CYP2G1P	0.5994	-0.525	-+-	Not differentially expressed	0.0	0.656	2	0.7203
7	ENSG00000223113	RNA5SP247	0.7372	0.336	00+	Not differentially expressed	0.0	0.129	2	0.9377
6	ENSG00000213309	RPL9P18	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
11	ENSG00000234560	OR10G8	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
11	ENSG00000174775	HRAS	0.3352	-0.964	+--	Not differentially expressed	34.6	3.057	2	0.2169
6	ENSG00000124772	CPNE5	0.02004	-2.326	+--	Not differentially expressed	76.3	8.423	2	0.01482
17	ENSG00000160606	TLCD1	0.06222	-1.865	---	Not differentially expressed	0.0	0.07	2	0.9656
20	ENSG00000124227	ANKRD60	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
10	ENSG00000228828	TLK2P2	0.5758	0.559	++-	Not differentially expressed	6.7	2.143	2	0.3425
1	ENSG00000142748	FCN3	0.1949	1.296	0++	Not differentially expressed	0.0	0.648	2	0.7233
14	ENSG00000258618	RPL21P9	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
3	ENSG00000184307	ZDHHC23	4.153e-10	-6.248	---	Downregulated in AD	0.0	0.355	2	0.8373
16	ENSG00000277041	AC106788.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
17	ENSG00000091947	TMEM101	0.009901	-2.579	---	Not differentially expressed	0.0	0.989	2	0.6098
11	ENSG00000086848	ALG9	0.7742	-0.287	-+-	Not differentially expressed	45.8	3.692	2	0.1579
20	ENSG00000231241	RPS3AP3	0.5785	0.556	00+	Not differentially expressed	0.0	0.352	2	0.8384
X	ENSG00000226685	CT47A12	0.2048	-1.268	00-	Not differentially expressed	0.0	1.835	2	0.3995
1	ENSG00000158966	CACHD1	0.06414	1.851	+++	Not differentially expressed	0.0	0.988	2	0.6102
4	ENSG00000171557	FGG	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
10	ENSG00000234118	RPL13AP6	0.1732	1.362	-++	Not differentially expressed	0.0	1.177	2	0.5551
