MarkerName	Allele1	Allele2	Weight	Zscore	P-value	Direction	P-value_bh_adjusted	gene_symbol	ensembl_id	chromosome	start_position	regulation
SLFN11|ENSG00000172716	ad	control	687.0	-2.927	0.003418	------+-+--++-	0.03825721293199554	SLFN11	ENSG00000172716	17	35350305	Not differentially expressed
GABRA4|ENSG00000109158	ad	control	687.0	1.534	0.125	+++++----+0-++	0.2983123365818873	GABRA4	ENSG00000109158	4	46918900	Not differentially expressed
OCEL1|ENSG00000099330	ad	control	687.0	-0.506	0.613	+++++-+-+-----	0.767109560014957	OCEL1	ENSG00000099330	19	17226213	Not differentially expressed
SANBR|ENSG00000162929	ad	control	687.0	2.481	0.01308	++++++++++++-+	0.07863664670658682	SANBR	ENSG00000162929	2	61065871	Not differentially expressed
PPP6R3|ENSG00000110075	ad	control	687.0	0.191	0.8486	------+++--++-	0.9202791099589545	PPP6R3	ENSG00000110075	11	68460731	Not differentially expressed
ZDHHC14|ENSG00000175048	ad	control	687.0	-1.621	0.1051	----+++--+---+	0.269184693877551	ZDHHC14	ENSG00000175048	6	157381133	Not differentially expressed
PTPRZ1|ENSG00000106278	ad	control	687.0	-0.707	0.4794	+++++--------+	0.6639779279900676	PTPRZ1	ENSG00000106278	7	121873089	Not differentially expressed
FAM193A|ENSG00000125386	ad	control	687.0	-1.001	0.3169	----+++++-----	0.5209883739970526	FAM193A	ENSG00000125386	4	2536647	Not differentially expressed
SIRT6|ENSG00000077463	ad	control	687.0	-1.51	0.1311	-+--++--------	0.3068883189554674	SIRT6	ENSG00000077463	19	4174109	Not differentially expressed
ING4|ENSG00000111653	ad	control	687.0	0.803	0.4222	++++-++++-+++-	0.6169244651433562	ING4	ENSG00000111653	12	6650301	Not differentially expressed
SEC11A|ENSG00000140612	ad	control	687.0	-1.599	0.1099	-------++-++--	0.2770263620386643	SEC11A	ENSG00000140612	15	84669538	Not differentially expressed
CEP170B|ENSG00000099814	ad	control	687.0	1.196	0.2315	-++-+++--+---+	0.4309236471460341	CEP170B	ENSG00000099814	14	104865268	Not differentially expressed
IP6K3|ENSG00000161896	ad	control	687.0	-0.207	0.8361	-----++++-++--	0.9113499077190316	IP6K3	ENSG00000161896	6	33721662	Not differentially expressed
CISD2|ENSG00000145354	ad	control	687.0	1.85	0.0643	++++++---++++-	0.1998674922600619	CISD2	ENSG00000145354	4	102868974	Not differentially expressed
CASQ1|ENSG00000143318	ad	control	687.0	1.911	0.05598	++++++++--++++	0.18334624918460535	CASQ1	ENSG00000143318	1	160190575	Not differentially expressed
CMPK2|ENSG00000134326	ad	control	687.0	1.826	0.06782	+++++-----+-++	0.20658762135922332	CMPK2	ENSG00000134326	2	6840570	Not differentially expressed
TMEM35B|ENSG00000243749	ad	control	687.0	-1.633	0.1025	----------+++-	0.26536874677668904	TMEM35B	ENSG00000243749	1	34981380	Not differentially expressed
ZNF546|ENSG00000281526	ad	control	687.0	1.243	0.2139	---++++++-+-+-	0.4113303964757709	ZNF546	ENSG00000281526	HG2021_PATCH	259277	Not differentially expressed
CDK20|ENSG00000156345	ad	control	687.0	1.985	0.04719	+++++----++-++	0.1657881776845051	CDK20	ENSG00000156345	9	87966441	Not differentially expressed
FAF2|ENSG00000113194	ad	control	687.0	0.854	0.3934	++++------+-++	0.5931425138909747	FAF2	ENSG00000113194	5	176447628	Not differentially expressed
CEP43|ENSG00000213066	ad	control	687.0	0.585	0.5588	++++++---++-+-	0.7275777460770327	CEP43	ENSG00000213066	6	166999174	Not differentially expressed
TRIM4|ENSG00000146833	ad	control	687.0	-2.456	0.01406	-----++++-----	0.08221456027955737	TRIM4	ENSG00000146833	7	99876958	Not differentially expressed
OMA1|ENSG00000162600	ad	control	687.0	0.577	0.5638	----+++++++++-	0.7316210417474472	OMA1	ENSG00000162600	1	58415384	Not differentially expressed
KMT2A|ENSG00000118058	ad	control	687.0	3.058	0.002226	----++++++++++	0.031359158485273486	KMT2A	ENSG00000118058	11	118436456	Not differentially expressed
HCN3|ENSG00000143630	ad	control	687.0	-1.299	0.1939	+-+-+-+------+	0.39005329593267873	HCN3	ENSG00000143630	1	155277463	Not differentially expressed
ZNF532|ENSG00000074657	ad	control	687.0	-1.705	0.08815	-----++++--+--	0.24207494529540483	ZNF532	ENSG00000074657	18	58862600	Not differentially expressed
FOXP1-DT|ENSG00000270562	ad	control	687.0	-0.289	0.7727	----+-++-++-+-	0.8733432398964314	FOXP1-DT	ENSG00000270562	3	71584943	Not differentially expressed
RAB26|ENSG00000167964	ad	control	687.0	-1.361	0.1736	--+-+++--+---+	0.36417551190973674	RAB26	ENSG00000167964	16	2140803	Not differentially expressed
SLC3A2|ENSG00000168003	ad	control	687.0	-3.368	0.0007562	--------------	0.0179465	SLC3A2	ENSG00000168003	11	62856004	Not differentially expressed
AGPAT2|ENSG00000169692	ad	control	687.0	-2.839	0.004527	+-------------	0.04447268101761252	AGPAT2	ENSG00000169692	9	136673143	Not differentially expressed
KLHDC8B|ENSG00000185909	ad	control	687.0	-3.41	0.0006507	+-------------	0.016455989924433253	KLHDC8B	ENSG00000185909	3	49171598	Not differentially expressed
LTN1|ENSG00000291534	ad	control	687.0	2.678	0.007404	++++++-++++++-	0.05714542659492698	LTN1	ENSG00000291534	HG2219_PATCH	18878	Not differentially expressed
KCNQ3|ENSG00000184156	ad	control	687.0	2.314	0.02067	+++++----++-++	0.10329423459244533	KCNQ3	ENSG00000184156	8	132120861	Not differentially expressed
ATG13|ENSG00000175224	ad	control	687.0	3.012	0.002599	+++++-++++++++	0.03375673997412678	ATG13	ENSG00000175224	11	46617527	Not differentially expressed
HNRNPC|ENSG00000092199	ad	control	687.0	-0.732	0.4639	-------++--++-	0.6503149958112259	HNRNPC	ENSG00000092199	14	21209136	Not differentially expressed
NR1H3|ENSG00000025434	ad	control	687.0	-2.454	0.01412	-----+++------	0.08232566782810685	NR1H3	ENSG00000025434	11	47248300	Not differentially expressed
PNPT1|ENSG00000138035	ad	control	687.0	-0.438	0.6612	----+++++--+--	0.8002951175406872	PNPT1	ENSG00000138035	2	55634061	Not differentially expressed
ARID5A|ENSG00000196843	ad	control	687.0	-2.983	0.002852	----+---+--+--	0.035177002457002456	ARID5A	ENSG00000196843	2	96536743	Not differentially expressed
KLHL29|ENSG00000119771	ad	control	687.0	-2.2	0.02781	---------+---+	0.12203944153577662	KLHL29	ENSG00000119771	2	23385179	Not differentially expressed
CDCA7L|ENSG00000164649	ad	control	687.0	-1.205	0.2281	-------++--+--	0.42744925373134324	CDCA7L	ENSG00000164649	7	21900899	Not differentially expressed
SCN2B|ENSG00000149575	ad	control	687.0	1.535	0.1248	+++++----++-++	0.2981894336030462	SCN2B	ENSG00000149575	11	118162806	Not differentially expressed
OSBPL1A|ENSG00000141447	ad	control	687.0	2.647	0.008129	+++++++++++++-	0.06023259040590406	OSBPL1A	ENSG00000141447	18	24162045	Not differentially expressed
MTHFD2L|ENSG00000163738	ad	control	687.0	0.695	0.4872	---+-++++++++-	0.6706180422264876	MTHFD2L	ENSG00000163738	4	74114174	Not differentially expressed
VEZF1|ENSG00000136451	ad	control	687.0	-1.249	0.2115	-----++++--+--	0.40882941855987676	VEZF1	ENSG00000136451	17	57971547	Not differentially expressed
KIAA0513|ENSG00000135709	ad	control	687.0	2.209	0.02721	+++++----++--+	0.12040052770448548	KIAA0513	ENSG00000135709	16	85027782	Not differentially expressed
LRRC4|ENSG00000128594	ad	control	687.0	0.266	0.7901	+++++----+---+	0.8837571301247773	LRRC4	ENSG00000128594	7	128027071	Not differentially expressed
CCDC62|ENSG00000130783	ad	control	687.0	-1.49	0.1361	-----++--+-++-	0.3136923783287419	CCDC62	ENSG00000130783	12	122774526	Not differentially expressed
WWC1|ENSG00000113645	ad	control	687.0	-2.159	0.03088	-----++++-----	0.12955921437526116	WWC1	ENSG00000113645	5	168291645	Not differentially expressed
TENT4A|ENSG00000112941	ad	control	687.0	-1.294	0.1958	----+++++-----	0.39214681827249154	TENT4A	ENSG00000112941	5	6713432	Not differentially expressed
ALPK1|ENSG00000073331	ad	control	687.0	-0.547	0.5846	---------+++++	0.7473114336643748	ALPK1	ENSG00000073331	4	112285509	Not differentially expressed
SLFN5|ENSG00000166750	ad	control	687.0	1.948	0.05146	++++++-++-++++	0.17423646781260532	SLFN5	ENSG00000166750	17	35243071	Not differentially expressed
SLC30A7|ENSG00000162695	ad	control	687.0	-2.046	0.04075	----+----++++-	0.15069244935543277	SLC30A7	ENSG00000162695	1	100896076	Not differentially expressed
RGS14|ENSG00000169220	ad	control	687.0	-0.836	0.4033	--++-----+---+	0.6017434982909794	RGS14	ENSG00000169220	5	177357924	Not differentially expressed
SLC25A37|ENSG00000147454	ad	control	687.0	-1.174	0.2403	----+----+-++-	0.4410625228519196	SLC25A37	ENSG00000147454	8	23528956	Not differentially expressed
TPST1|ENSG00000169902	ad	control	687.0	-1.12	0.2628	++++--------++	0.4644449920788593	TPST1	ENSG00000169902	7	66205317	Not differentially expressed
NUP160|ENSG00000030066	ad	control	687.0	0.398	0.6909	-+-+-++++-+++-	0.8214869729985788	NUP160	ENSG00000030066	11	47778087	Not differentially expressed
GRN|ENSG00000030582	ad	control	687.0	-3.421	0.0006249	--------+--+--	0.01600509183673469	GRN	ENSG00000030582	17	44345246	Not differentially expressed
MSL2|ENSG00000174579	ad	control	687.0	-1.148	0.251	-----++++-+++-	0.4520251121076233	MSL2	ENSG00000174579	3	136148917	Not differentially expressed
POMT2|ENSG00000009830	ad	control	687.0	-1.002	0.3162	----+++++--+--	0.5205986885245902	POMT2	ENSG00000009830	14	77274956	Not differentially expressed
SAE1|ENSG00000142230	ad	control	687.0	2.12	0.03397	++++++-+++++++	0.13615121756487028	SAE1	ENSG00000142230	19	47113274	Not differentially expressed
SBSPON|ENSG00000164764	ad	control	687.0	-0.584	0.5591	-+--+-----+++-	0.727604093794533	SBSPON	ENSG00000164764	8	73064543	Not differentially expressed
MMAB|ENSG00000139428	ad	control	687.0	0.461	0.645	+++++-----+++-	0.7893466601657729	MMAB	ENSG00000139428	12	109553715	Not differentially expressed
MYO7A|ENSG00000137474	ad	control	687.0	-2.592	0.009552	+---+-+-------	0.06641418282548477	MYO7A	ENSG00000137474	11	77128246	Not differentially expressed
RHBDL1|ENSG00000103269	ad	control	687.0	0.51	0.6103	+++-+++--+---+	0.7649344814676152	RHBDL1	ENSG00000103269	16	675671	Not differentially expressed
MCEE|ENSG00000124370	ad	control	687.0	1.567	0.117	+++++----+++++	0.28738303593253484	MCEE	ENSG00000124370	2	71109684	Not differentially expressed
RPAP2|ENSG00000122484	ad	control	687.0	-0.639	0.523	--+-+---++--++	0.6977966777408637	RPAP2	ENSG00000122484	1	92299059	Not differentially expressed
GBP4|ENSG00000162654	ad	control	687.0	-0.882	0.3776	-------+++--+-	0.5784412572474824	GBP4	ENSG00000162654	1	89181144	Not differentially expressed
COL28A1|ENSG00000215018	ad	control	687.0	0.0	0.9998	----+++----++-	0.9998	COL28A1	ENSG00000215018	7	7356203	Not differentially expressed
EPC2|ENSG00000135999	ad	control	687.0	1.104	0.2695	+++++++++++-+-	0.47204815073272854	EPC2	ENSG00000135999	2	148644440	Not differentially expressed
ERG28|ENSG00000133935	ad	control	687.0	-0.874	0.3819	++++-----0---+	0.5826921908234579	ERG28	ENSG00000133935	14	75649791	Not differentially expressed
DYNLT5|ENSG00000152760	ad	control	687.0	2.13	0.03319	++++-++++-+-+-	0.13431180975413137	DYNLT5	ENSG00000152760	1	66752459	Not differentially expressed
NCEH1|ENSG00000144959	ad	control	687.0	1.496	0.1347	+++++----++-++	0.3113948883260419	NCEH1	ENSG00000144959	3	172630249	Not differentially expressed
VILL|ENSG00000136059	ad	control	687.0	-2.096	0.0361	---------+---+	0.14004791344667697	VILL	ENSG00000136059	3	37988059	Not differentially expressed
MAP2K3|ENSG00000034152	ad	control	687.0	-3.889	0.0001005	--------------	0.006306375	MAP2K3	ENSG00000034152	17	21284672	Downregulated in AD
CLVS1|ENSG00000177182	ad	control	687.0	2.102	0.03557	+++++----++-++	0.13890423959548812	CLVS1	ENSG00000177182	8	61057158	Not differentially expressed
UPF3A|ENSG00000169062	ad	control	687.0	0.152	0.8795	----+--++-++--	0.9361938083121288	UPF3A	ENSG00000169062	13	114281601	Not differentially expressed
RACGAP1|ENSG00000161800	ad	control	687.0	0.732	0.4643	+--+-+++++--+-	0.6505124197599776	RACGAP1	ENSG00000161800	12	49976923	Not differentially expressed
RCOR2|ENSG00000167771	ad	control	687.0	0.745	0.456	+++-+----+---+	0.6442780748663102	RCOR2	ENSG00000167771	11	63911230	Not differentially expressed
MMP16|ENSG00000156103	ad	control	687.0	0.281	0.7788	-++-++---++-++	0.8770924181247196	MMP16	ENSG00000156103	8	88032011	Not differentially expressed
SLC35F1|ENSG00000196376	ad	control	687.0	0.325	0.7451	+++++----++--+	0.8559272311212816	SLC35F1	ENSG00000196376	6	117907264	Not differentially expressed
GALNS|ENSG00000141012	ad	control	687.0	-3.27	0.001076	-----++-------	0.02111525291828794	GALNS	ENSG00000141012	16	88813734	Not differentially expressed
CHADL|ENSG00000100399	ad	control	687.0	0.958	0.3381	+---+++++--+-+	0.5407876374064043	CHADL	ENSG00000100399	22	41229510	Not differentially expressed
MIDEAS|ENSG00000156030	ad	control	687.0	-1.789	0.07368	------+++--+--	0.21740064610866372	MIDEAS	ENSG00000156030	14	73715122	Not differentially expressed
ESYT3|ENSG00000158220	ad	control	687.0	-1.972	0.04857	----+-+--+---+	0.16825655172413792	ESYT3	ENSG00000158220	3	138434586	Not differentially expressed
NDUFB10|ENSG00000291930	ad	control	687.0	1.962	0.0498	+++++----+++-+	0.17093743589743587	NDUFB10	ENSG00000291930	HG401_PATCH	25686	Not differentially expressed
ZNF77|ENSG00000175691	ad	control	687.0	1.969	0.04895	+++++--+-+++++	0.1688278941944349	ZNF77	ENSG00000175691	19	2933218	Not differentially expressed
ETFDH|ENSG00000171503	ad	control	687.0	-0.848	0.3964	+-+---++-++-++	0.5956085004489673	ETFDH	ENSG00000171503	4	158671968	Not differentially expressed
KDM6B|ENSG00000132510	ad	control	687.0	-3.81	0.000139	----+-+-------	0.007503010752688171	KDM6B	ENSG00000132510	17	7834217	Downregulated in AD
LRRC41|ENSG00000132128	ad	control	687.0	-0.47	0.6384	++++---------+	0.784137019818938	LRRC41	ENSG00000132128	1	46261196	Not differentially expressed
IRF2BP2|ENSG00000168264	ad	control	687.0	-2.108	0.03502	-----++++--++-	0.13853459416863673	IRF2BP2	ENSG00000168264	1	234604269	Not differentially expressed
METTL17|ENSG00000165792	ad	control	687.0	0.245	0.8063	+--++++-+--+--	0.8935156732891834	METTL17	ENSG00000165792	14	20989973	Not differentially expressed
PXDC1|ENSG00000168994	ad	control	687.0	-4.386	1.156e-05	--------+-----	0.002083740350877193	PXDC1	ENSG00000168994	6	3722614	Downregulated in AD
PLPP1|ENSG00000067113	ad	control	687.0	-2.182	0.02911	-----+--+--+--	0.12511318493150686	PLPP1	ENSG00000067113	5	55424854	Not differentially expressed
HGSNAT|ENSG00000165102	ad	control	687.0	1.935	0.053	++++++----++++	0.1774916611074049	HGSNAT	ENSG00000165102	8	43140464	Not differentially expressed
RPS27A|ENSG00000143947	ad	control	687.0	-0.011	0.9913	-------++++++-	0.9963611973170488	RPS27A	ENSG00000143947	2	55231903	Not differentially expressed
CXCL12|ENSG00000107562	ad	control	687.0	-1.675	0.09398	+--+---------+	0.2523422459893048	CXCL12	ENSG00000107562	10	44370165	Not differentially expressed
APMAP|ENSG00000101474	ad	control	687.0	1.811	0.07007	+++++----+0+++	0.21072273135669364	APMAP	ENSG00000101474	20	24962925	Not differentially expressed
STXBP2|ENSG00000076944	ad	control	687.0	-3.066	0.00217	------+-------	0.03106393162393162	STXBP2	ENSG00000076944	19	7636772	Not differentially expressed
ANGEL1|ENSG00000013523	ad	control	687.0	0.225	0.8218	++-+--+-++++--	0.9024472389283761	ANGEL1	ENSG00000013523	14	76781733	Not differentially expressed
GPD1|ENSG00000167588	ad	control	687.0	3.123	0.001787	+++++++----+-+	0.027602276923076922	GPD1	ENSG00000167588	12	50103982	Not differentially expressed
TEX10|ENSG00000136891	ad	control	687.0	-0.612	0.5405	+++------++-+-	0.7129969780580738	TEX10	ENSG00000136891	9	100302077	Not differentially expressed
STXBP1|ENSG00000136854	ad	control	687.0	2.864	0.004185	+++++----++-++	0.042472242424242426	STXBP1	ENSG00000136854	9	127579370	Not differentially expressed
EFNA5|ENSG00000184349	ad	control	687.0	0.435	0.6633	+++++-----+-++	0.8018701986754967	EFNA5	ENSG00000184349	5	107376894	Not differentially expressed
WDR3|ENSG00000065183	ad	control	687.0	2.757	0.005839	++++---+-+++++	0.05023441302485004	WDR3	ENSG00000065183	1	117929720	Not differentially expressed
KBTBD3|ENSG00000182359	ad	control	687.0	2.566	0.01029	+++++++++++++-	0.0688744	KBTBD3	ENSG00000182359	11	106051098	Not differentially expressed
RNF149|ENSG00000163162	ad	control	687.0	0.437	0.6619	++-+++---++++-	0.8009492587682295	RNF149	ENSG00000163162	2	101271219	Not differentially expressed
PKP2|ENSG00000057294	ad	control	687.0	-0.521	0.6023	---+---+-++-++	0.759017446968746	PKP2	ENSG00000057294	12	32790745	Not differentially expressed
C14orf132|ENSG00000227051	ad	control	687.0	1.297	0.1948	+++++----++-++	0.3912366473294659	C14orf132	ENSG00000227051	14	96039362	Not differentially expressed
EIF2S1|ENSG00000134001	ad	control	687.0	2.143	0.03208	++++++-+++++++	0.13183921408104787	EIF2S1	ENSG00000134001	14	67360328	Not differentially expressed
CBLN4|ENSG00000054803	ad	control	687.0	1.206	0.2277	+++++----++-++	0.42730990654205614	CBLN4	ENSG00000054803	20	55997357	Not differentially expressed
MPP3|ENSG00000161647	ad	control	687.0	1.226	0.2201	+++-++-+++-+-+	0.41899962078119074	MPP3	ENSG00000161647	17	43800799	Not differentially expressed
VSIG10|ENSG00000176834	ad	control	687.0	-1.001	0.3169	------+++-+++-	0.5209883739970526	VSIG10	ENSG00000176834	12	118063593	Not differentially expressed
RAD51D|ENSG00000185379	ad	control	687.0	-0.47	0.6381	++++--++---+-+	0.7839603524229075	RAD51D	ENSG00000185379	17	35092221	Not differentially expressed
GIT1|ENSG00000108262	ad	control	687.0	-1.711	0.08702	-----+++++----	0.24048466831819432	GIT1	ENSG00000108262	17	29573475	Not differentially expressed
MRPL50|ENSG00000136897	ad	control	687.0	0.42	0.6742	+++++----+++++	0.8100727620871231	MRPL50	ENSG00000136897	9	101387633	Not differentially expressed
CALHM2|ENSG00000138172	ad	control	687.0	-3.105	0.001903	-----+--+-----	0.02864485757121439	CALHM2	ENSG00000138172	10	103446786	Not differentially expressed
PANX2|ENSG00000073150	ad	control	687.0	-0.064	0.9489	+++-+++------+	0.9756401596561253	PANX2	ENSG00000073150	22	50170731	Not differentially expressed
MCMBP|ENSG00000197771	ad	control	687.0	-2.113	0.03461	----------+++-	0.13729134729355985	MCMBP	ENSG00000197771	10	119829404	Not differentially expressed
KCNJ5-AS1|ENSG00000174370	ad	control	687.0	-0.426	0.6705	-----+-+---+++	0.8074631162288594	KCNJ5-AS1	ENSG00000174370	11	128899565	Not differentially expressed
ETAA1|ENSG00000143971	ad	control	687.0	0.955	0.3394	++++++----+++-	0.542348559605284	ETAA1	ENSG00000143971	2	67397322	Not differentially expressed
AKT1S1|ENSG00000204673	ad	control	687.0	-1.507	0.1319	-----++++-----	0.3076849442379182	AKT1S1	ENSG00000204673	19	49869033	Not differentially expressed
TAC1|ENSG00000006128	ad	control	687.0	3.085	0.002036	+++++----+++++	0.029928901903367496	TAC1	ENSG00000006128	7	97732084	Not differentially expressed
SCD5|ENSG00000145284	ad	control	687.0	0.232	0.8169	-++-+----+++++	0.8999973663996489	SCD5	ENSG00000145284	4	82629539	Not differentially expressed
NUP35|ENSG00000163002	ad	control	687.0	1.168	0.2428	+++++----+++++	0.4441085807979595	NUP35	ENSG00000163002	2	183117513	Not differentially expressed
AMN1|ENSG00000151743	ad	control	687.0	3.774	0.0001607	+++++----+++++	0.008163838383838384	AMN1	ENSG00000151743	12	31671142	Upregulated in AD
DCTN3|ENSG00000137100	ad	control	687.0	0.803	0.4223	+++++----+---+	0.6169807916181607	DCTN3	ENSG00000137100	9	34613545	Not differentially expressed
POLR2L|ENSG00000177700	ad	control	687.0	-1.675	0.09394	++-+---------+	0.2523422459893048	POLR2L	ENSG00000177700	11	837356	Not differentially expressed
B4GALT7|ENSG00000027847	ad	control	687.0	-1.344	0.1789	----+--------+	0.37141356492969396	B4GALT7	ENSG00000027847	5	177600132	Not differentially expressed
